subject,correction_prompt
Q1000314,"The following triples for the subject need attention:

Errors:
Triple: [""Tom O'Donnell"", 'member of political party', 'Fine Gael']
Error: Object 'Fine Gael' not defined as an instance.

Triple: [""Tom O'Donnell"", 'country of citizenship', 'Ireland']
Error: Object 'Ireland' not defined as an instance.

Triple: [""Tom O'Donnell"", 'occupation', 'Teachta Dála']
Error: Object 'Teachta Dála' not defined as an instance.

Triple: [""Tom O'Donnell"", 'work location', 'Dáil Éireann']
Error: Object 'Dáil Éireann' not defined as an instance.

Triple: [""Tom O'Donnell"", 'position held', 'TD for Limerick East']
Error: Object 'TD for Limerick East' not defined as an instance.

Unused Declarations:
Triple: ['1961 general election', 'instance of', 'election']
Note: Subject '1961 general election' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1001,"The following triples for the subject need attention:

Errors:
Triple: ['South Africa', 'instance of', 'country']
Error: Instance type 'country' not associated with any property for subject 'South Africa'

Triple: ['Mohandas Karamchand Gandhi', 'occupation', 'lawyer']
Error: Object 'lawyer' not defined as an instance.

Triple: ['Mohandas Karamchand Gandhi', 'place of migration', 'South Africa']
Error: Error: Property 'place of migration' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1007206,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Olvidarte Jamas', 'instance of', 'work']
Note: Subject 'Olvidarte Jamas' is not used in other triples.

Triple: ['Venezuelan television drama', 'instance of', 'work']
Note: Subject 'Venezuelan television drama' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1008502,"The following triples for the subject need attention:

Errors:
Triple: ['Spain', 'instance of', 'country']
Error: Instance type 'country' not valid for object 'Spain' with property 'place of death'

Triple: ['COVID-19', 'instance of', 'disease']
Error: Instance type 'disease' not valid for object 'COVID-19' with property 'cause of death'

Triple: ['Josep Maria Benet i Jornet', 'date of death', '6 April 2020']
Error: Object '6 April 2020' not defined as an instance.

Triple: ['Josep Maria Benet i Jornet', 'cause of death', 'COVID-19']
Error: Subject 'Josep Maria Benet i Jornet' type 'human' does not satisfy the property 'cause of death' subject constraints: ['group of fictional characters', 'character that may or may not be fictional', 'group of living things', 'person', 'fictional character', 'organism']

Triple: ['Josep Maria Benet i Jornet', 'place of death', 'Spain']
Error: Object 'Spain' type 'country' does not satisfy the property 'place of death' value constraints: ['residential facility', 'at sea', 'geographic entity', 'facility', 'mythical location', 'medical facility', 'fictional location', 'geographic location', 'nursing home', 'geographical feature', 'seminary', 'battle', 'building', 'hospital', 'astronomical object', 'orbit']

Unused Declarations:
Triple: ['coronavirus pandemic', 'instance of', 'pandemic']
Note: Subject 'coronavirus pandemic' is not used in other triples.

Triple: ['Catalan government', 'instance of', 'government']
Note: Subject 'Catalan government' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q100948,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['The National Audubon Society', 'instance of', 'organization']
Note: Subject 'The National Audubon Society' is not used in other triples.

Triple: ['The American Geographical Society', 'instance of', 'organization']
Note: Subject 'The American Geographical Society' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1010602,"The following triples for the subject need attention:

Errors:
Triple: ['Maria Monti', 'occupation', 'singer']
Error: Object 'singer' not defined as an instance.

Triple: ['Maria Monti', 'occupation', 'actress']
Error: Object 'actress' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q101137,"The following triples for the subject need attention:

Errors:
Triple: ['Yasuo Fukuda', 'country of citizenship', 'Japan']
Error: Object 'Japan' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q101286,"The following triples for the subject need attention:

Errors:
Triple: ['Innocent XI', 'position held', 'Catholic Pope']
Error: Object 'Catholic Pope' not defined as an instance.

Triple: ['Cardinal Francesco Maidalchini', 'position held', 'Cardinal Deacon']
Error: Object 'Cardinal Deacon' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q101728,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Columbia University', 'instance of', 'university']
Note: Subject 'Columbia University' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q101757,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['NATO Double-Track Decision', 'instance of', 'political event']
Note: Subject 'NATO Double-Track Decision' is not used in other triples.

Triple: ['1980', 'instance of', 'year']
Note: Subject '1980' is not used in other triples.

Triple: ['1983', 'instance of', 'year']
Note: Subject '1983' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1019467,"The following triples for the subject need attention:

Errors:
Triple: ['B\\u00e9n\\u00e9dict Turrettini', 'occupation', 'pastor']
Error: Object 'pastor' not defined as an instance.

Triple: ['B\\u00e9n\\u00e9dict Turrettini', 'occupation', 'professor of theology']
Error: Object 'professor of theology' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q102124,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Working Girl', 'instance of', 'film']
Note: Subject 'Working Girl' is not used in other triples.

Triple: ['Gorillas in the Mist', 'instance of', 'film']
Note: Subject 'Gorillas in the Mist' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1021857,"The following triples for the subject need attention:

Errors:
Triple: ['Ezra Vogel', 'occupation', 'professor']
Error: Object 'professor' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
