subject,correction_prompt
Q607066,"The following triples for the subject need attention:

Errors:
Triple: ['Bologna', 'instance of', 'geographic location']
Error: Instance type 'geographic location' not valid for object 'Bologna' with property 'member of sports team'

Triple: ['Massimo Mutarelli', 'member of sports team', 'Bologna']
Error: Object 'Bologna' type 'geographic location' does not satisfy the property 'member of sports team' value constraints: ['professional wrestling stable', 'department of a sports club', 'fictional sports club', 'fictional sports team', 'sports team', 'tag team', 'clan', 'sports club']

Triple: ['Massimo Mutarelli', 'position played on team / speciality', 'football player']
Error: Object 'football player' not defined as an instance.

Unused Declarations:
Triple: ['Bergamo', 'instance of', 'geographic location']
Note: Subject 'Bergamo' is not used in other triples.

Triple: ['Serie B', 'instance of', 'sports league']
Note: Subject 'Serie B' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q607227,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['2011', 'instance of', 'year']
Note: Subject '2011' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q607364,"The following triples for the subject need attention:

Errors:
Triple: ['Claudio Bellucci', 'member of sports team', 'Sampdoria']
Error: Object 'Sampdoria' not defined as an instance.

Unused Declarations:
Triple: ['15 June 2007', 'instance of', 'date']
Note: Subject '15 June 2007' is not used in other triples.

Triple: ['free transfer', 'instance of', 'transaction']
Note: Subject 'free transfer' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q60740771,"The following triples for the subject need attention:

Errors:
Triple: ['2018 primary', 'instance of', 'political event']
Error: Instance type 'political event' not valid for subject '2018 primary' with property 'participant'

Triple: ['general election', 'instance of', 'political event']
Error: Instance type 'political event' not valid for subject 'general election' with property 'participant'

Triple: ['Marc Elrich', 'member of political party', 'Democratic']
Error: Object 'Democratic' not defined as an instance.

Triple: ['Robin Ficker', 'member of political party', 'Republican']
Error: Object 'Republican' not defined as an instance.

Triple: ['2018 primary', 'participant', 'Marc Elrich']
Error: Relation 'participant' not present in subject properties for '2018 primary'

Triple: ['general election', 'participant', 'Marc Elrich']
Error: Relation 'participant' not present in subject properties for 'general election'

Triple: ['general election', 'participant', 'Robin Ficker']
Error: Relation 'participant' not present in subject properties for 'general election'

Triple: ['general election', 'participant', 'Nancy Floreen']
Error: Relation 'participant' not present in subject properties for 'general election'

Unused Declarations:
Triple: ['Democratic nominee', 'instance of', 'Ticket (election)']
Note: Subject 'Democratic nominee' is not used in other triples.

Triple: ['Republican nominee', 'instance of', 'Ticket (election)']
Note: Subject 'Republican nominee' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6074219,"The following triples for the subject need attention:

Errors:
Triple: ['International Animated Film Society, ASIFA-Hollywood', 'instance of', 'organization']
Error: Instance type 'organization' not valid for subject 'International Animated Film Society, ASIFA-Hollywood' with property 'employer'

Triple: ['International Animated Film Society, ASIFA-Hollywood', 'employer', 'Irven Spence']
Error: Subject 'International Animated Film Society, ASIFA-Hollywood' type 'organization' does not satisfy the property 'employer' subject constraints: ['group of humans', 'fictional human', 'fictional location', 'fictional character', 'human']

Triple: ['Irven Spence', 'occupation', 'animation']
Error: Object 'animation' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6074268,"The following triples for the subject need attention:

Errors:
Triple: ['Philipp Prosenik', 'sport', 'football']
Error: Object 'football' not defined as an instance.

Triple: ['English Premier League', 'instance of', 'sports organization']
Error: Instance type 'sports organization' not valid for object 'English Premier League' with property 'member of sports team'

Triple: ['Chelsea', 'member of sports team', 'English Premier League']
Error: Subject 'Chelsea' type 'sports team' does not satisfy the property 'member of sports team' subject constraints: ['VTuber', 'mascot', 'group of humans', 'fictional human', 'mascot character', 'fictional character', 'human']

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6074470,"The following triples for the subject need attention:

Errors:
Triple: ['Irving B. Weiner', 'occupation', 'professional contribution to the field of personality assessment']
Error: Object 'professional contribution to the field of personality assessment' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q60763,"The following triples for the subject need attention:

Errors:
Triple: ['Hermann Göring', 'occupation', 'Luftwaffe chief']
Error: Object 'Luftwaffe chief' not defined as an instance.

Unused Declarations:
Triple: ['Luftwaffe', 'instance of', 'military organization']
Note: Subject 'Luftwaffe' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6077568,"The following triples for the subject need attention:

Errors:
Triple: ['Isabel Bishop', 'occupation', 'illustrator']
Error: Object 'illustrator' not defined as an instance.

Triple: ['Isabel Bishop', 'date of birth', '1902']
Error: Object '1902' not defined as an instance.

Triple: ['Isabel Bishop', 'place of birth', 'unknown']
Error: Object 'unknown' not defined as an instance.

Triple: ['Isabel Bishop', 'sex or gender', 'female']
Error: Object 'female' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q60776100,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['2006', 'instance of', 'year']
Note: Subject '2006' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
