subject,correction_prompt
Q607066,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Serie B', 'instance of', 'sports league']
Note: Subject 'Serie B' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q607227,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['2011', 'instance of', 'year']
Note: Subject '2011' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q60740771,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Nancy Floreen', 'instance of', 'human']
Note: Subject 'Nancy Floreen' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6074268,"The following triples for the subject need attention:

Errors:
Triple: ['Chelsea', 'part of', 'English Premier League']
Error: Relation 'part of' not present in subject properties for 'Chelsea'

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6074470,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['1983', 'instance of', 'date']
Note: Subject '1983' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q60776100,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['2006', 'instance of', 'year']
Note: Subject '2006' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6085915,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Istanbul', 'instance of', 'geographic entity']
Note: Subject 'Istanbul' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q608815,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['33 years', 'instance of', 'time period']
Note: Subject '33 years' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q60903290,"The following triples for the subject need attention:

Errors:
Triple: ['Dudley Peter Allen', 'occupation', 'surgeon']
Error: Object 'surgeon' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6096719,"The following triples for the subject need attention:

Errors:
Triple: ['Ivan Krsti\\u0192\\u00e1', 'employer', 'Apple Inc.']
Error: Object 'Apple Inc.' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q60970,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Monday', 'instance of', 'day of the week']
Note: Subject 'Monday' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q60984439,"The following triples for the subject need attention:

Errors:
Triple: ['Mark L. Mayer', 'field of work', 'improvement of natural knowledge']
Error: Object 'improvement of natural knowledge' not defined as an instance.

Unused Declarations:
Triple: ['Royal Society', 'instance of', 'organization']
Note: Subject 'Royal Society' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q61005008,"The following triples for the subject need attention:

Errors:
Triple: ['Carrie Chase Davis', 'occupation', 'teaching']
Error: Object 'teaching' not defined as an instance.

Triple: ['Carrie Chase Davis', 'educated at', 'Howard University College of Medicine']
Error: Subject 'Carrie Chase Davis' type 'doctor' does not satisfy the property 'educated at' subject constraints: ['person', 'fictional character', 'class', 'human']

Triple: ['Carrie Chase Davis', 'instance of', 'doctor']
Error: Instance type 'doctor' not valid for subject 'Carrie Chase Davis' with property 'occupation'

Triple: ['Carrie Chase Davis', 'occupation', 'bacteriology']
Error: Object 'bacteriology' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q610249,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Second Division', 'instance of', 'sports competition']
Note: Subject 'Second Division' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q61050992,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Commonwealth Bank', 'instance of', 'bank']
Note: Subject 'Commonwealth Bank' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q61058575,"The following triples for the subject need attention:

Errors:
Triple: ['Anne Lise Ødnøy', 'position held', 'provost']
Error: Object 'provost' not defined as an instance.

Triple: ['Anne Lise Ødnøy', 'position held', 'bishop']
Error: Object 'bishop' not defined as an instance.

Triple: ['Anne Lise Ødnøy', 'religion or worldview', 'Christianity']
Error: Object 'Christianity' not defined as an instance.

Unused Declarations:
Triple: ['Stavanger Cathedral', 'instance of', 'sacred architecture']
Note: Subject 'Stavanger Cathedral' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6106404,"The following triples for the subject need attention:

Errors:
Triple: ['J. M. Gordon', 'occupation', 'member of the chorus']
Error: Object 'member of the chorus' not defined as an instance.

Triple: ['J. M. Gordon', 'employer', ""D'Oyly Carte Opera Company touring companies""]
Error: Object 'D'Oyly Carte Opera Company touring companies' not defined as an instance.

Unused Declarations:
Triple: ['Patience', 'instance of', ""Gilbert and Sullivan's work""]
Note: Subject 'Patience' is not used in other triples.

Triple: ['1883', 'instance of', 'year']
Note: Subject '1883' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q61071,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['1915', 'instance of', 'year']
Note: Subject '1915' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q610788,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['José Sócrates', 'instance of', 'human']
Note: Subject 'José Sócrates' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q610855,"The following triples for the subject need attention:

Errors:
Triple: ['Felipe dal Belo', 'work period (start)', '21 August 2012']
Error: Object '21 August 2012' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6111158,"The following triples for the subject need attention:

Errors:
Triple: ['Neil McBain', 'occupation', 'soccer manager']
Error: Object 'soccer manager' not defined as an instance.

Unused Declarations:
Triple: ['professional football', 'instance of', 'occupation']
Note: Subject 'professional football' is not used in other triples.

Triple: ['foot injury', 'instance of', 'medical condition']
Note: Subject 'foot injury' is not used in other triples.

Triple: ['manager', 'instance of', 'occupation']
Note: Subject 'manager' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6112322,"The following triples for the subject need attention:

Errors:
Triple: ['Jack Elkes', 'occupations', 'football player']
Error: Error: Property 'occupations' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6112355,"The following triples for the subject need attention:

Errors:
Triple: ['Jack English', 'occupation', 'football player']
Error: Object 'football player' not defined as an instance.

Triple: ['Jack English', 'occupation', 'manager']
Error: Object 'manager' not defined as an instance.

Triple: ['Jack English', 'coach of sports team', 'Darlington']
Error: Object 'Darlington' type 'sports team' does not satisfy the property 'coach of sports team' value constraints: ['fictional sports club', 'sports organization']

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q611240,"The following triples for the subject need attention:

Errors:
Triple: ['Simone Sini', 'family name', 'Sini']
Error: Object 'Sini' not defined as an instance.

Triple: ['Simone Sini', 'given name', 'Simone']
Error: Object 'Simone' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6112564,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Frank Costello', 'instance of', 'human']
Note: Subject 'Frank Costello' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6112720,"The following triples for the subject need attention:

Errors:
Triple: ['Jack Gilpin', 'occupation', 'priest']
Error: Object 'priest' not defined as an instance.

Triple: ['Jack Gilpin', 'religion or worldview', 'Episcopal Church']
Error: Object 'Episcopal Church' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
