subject,triples,cycle
Q607066,"[[""Charlie Waters"", ""instance of"", ""human""], [""Atl\\u00e9tico de Madrid"", ""instance of"", ""sports team""], [""Juventus FC"", ""instance of"", ""sports team""], [""Charlie Waters"", ""member of sports team"", ""Atl\\u00e9tico de Madrid""], [""Charlie Waters"", ""member of sports team"", ""Juventus FC""]]",2
Q607227,"[[""Ferdinand von Arnim"", ""instance of"", ""human""], [""SASTRA Ramanujan Prize"", ""instance of"", ""award""], [""Ferdinand von Arnim"", ""award received"", ""SASTRA Ramanujan Prize""]]",2
Q60735663,"[[""Karlheinz F\u00f6rster"", ""instance of"", ""human""], [""economics editor"", ""instance of"", ""occupation""], [""national security editor"", ""instance of"", ""occupation""], [""Outlook editor"", ""instance of"", ""occupation""], [""actress"", ""instance of"", ""occupation""], [""El Calpense"", ""instance of"", ""company""], [""2019 Tony Award for Best Actress in a Play"", ""instance of"", ""award""], [""Karlheinz F\u00f6rster"", ""occupation"", ""economics editor""], [""Karlheinz F\u00f6rster"", ""occupation"", ""national security editor""], [""Karlheinz F\u00f6rster"", ""occupation"", ""Outlook editor""], [""Karlheinz F\u00f6rster"", ""occupation"", ""actress""], [""Karlheinz F\u00f6rster"", ""employer"", ""El Calpense""], [""Karlheinz F\u00f6rster"", ""award received"", ""2019 Tony Award for Best Actress in a Play""]]",2
Q607364,"[[""Lucy Griffiths"", ""instance of"", ""human""], [""Athletic Club"", ""instance of"", ""sports team""], [""Lucy Griffiths"", ""member of sports team"", ""Athletic Club""]]",2
Q60740771,"[[""Samuel P. Huntington"", ""instance of"", ""human""], [""Democratic"", ""instance of"", ""political party""], [""Azad Kashmir"", ""instance of"", ""political territorial entity""], [""Robin Ficker"", ""instance of"", ""human""], [""Nancy Floreen"", ""instance of"", ""human""], [""President of Azad Kashmir"", ""instance of"", ""position""], [""Republican"", ""instance of"", ""political party""], [""Samuel P. Huntington"", ""position held"", ""President of Azad Kashmir""], [""Samuel P. Huntington"", ""member of political party"", ""Democratic""], [""Robin Ficker"", ""member of political party"", ""Republican""], [""Samuel P. Huntington"", ""country of citizenship"", ""Azad Kashmir""]]",2
Q6074219,"[[""Harold C. Ostertag"", ""instance of"", ""human""], [""1986 Annie Award for Best Animated Feature"", ""instance of"", ""award""], [""ASIFA-Hollywood"", ""instance of"", ""organization""], [""International Animated Film Society"", ""instance of"", ""organization""], [""Harold C. Ostertag"", ""award received"", ""1986 Annie Award for Best Animated Feature""]]",2
Q6074268,"[[""Hannelore Kraft"", ""instance of"", ""human""], [""Ross County F.C."", ""instance of"", ""sports team""], [""Chelsea"", ""instance of"", ""sports team""], [""Hannelore Kraft"", ""member of sports team"", ""Ross County F.C.""], [""Hannelore Kraft"", ""member of sports team"", ""Chelsea""]]",2
Q6074470,"[[""Hannah More"", ""instance of"", ""human""], [""Guldpipan for Outstanding Lifetime Contribution"", ""instance of"", ""award""], [""Society for Personality Assessment"", ""instance of"", ""organization""], [""Hannah More"", ""award received"", ""Guldpipan for Outstanding Lifetime Contribution""], [""Hannah More"", ""occupation"", ""personality assessment""], [""Hannah More"", ""member of"", ""Society for Personality Assessment""]]",2
Q60763,"[[""Ludolf von Alvensleben"", ""instance of"", ""human""], [""Aloys Van de Vyvere"", ""instance of"", ""human""], [""Ludolf von Alvensleben"", ""spouse"", ""Aloys Van de Vyvere""], [""Nazi"", ""instance of"", ""political party""], [""Aloys Van de Vyvere"", ""member of political party"", ""Nazi""], [""Luftwaffe chief"", ""instance of"", ""occupation""], [""Aloys Van de Vyvere"", ""occupation"", ""Luftwaffe chief""]]",2
Q6077568,"[[""Sam Peckinpah"", ""instance of"", ""human""], [""Warsaw School of Applied Design for Women"", ""instance of"", ""educational institution""], [""Illustration"", ""instance of"", ""human activity""], [""Sam Peckinpah"", ""educated at"", ""Warsaw School of Applied Design for Women""], [""Sam Peckinpah"", ""field of work"", ""Illustration""]]",2
Q60776100,"[[""Ashawna Hailey"", ""instance of"", ""human""], [""Zurich Film Award"", ""instance of"", ""award""], [""APJ Abdul Kalam"", ""instance of"", ""human""], [""11th President of India"", ""instance of"", ""title of authority""], [""Ashawna Hailey"", ""award received"", ""Zurich Film Award""], [""APJ Abdul Kalam"", ""occupation"", ""11th President of India""]]",2
Q6078,"[[""Ludwig Yorck von Wartenburg"", ""instance of"", ""human""], [""Ludwig Yorck von Wartenburg"", ""educated at"", ""Gyeonggi Science High School""], [""Ludwig Yorck von Wartenburg"", ""educated at"", ""Fremont High School""], [""Gyeonggi Science High School"", ""instance of"", ""educational institution""], [""Fremont High School"", ""instance of"", ""educational institution""]]",2
Q6085915,"[[""Aarno Ruusuvuori"", ""instance of"", ""human""], [""James Meredith"", ""instance of"", ""human""], [""Istanbul"", ""instance of"", ""geographic entity""], [""Aarno Ruusuvuori"", ""spouse"", ""James Meredith""], [""Aarno Ruusuvuori"", ""place of movement"", ""Istanbul""]]",2
Q6087134,"[[""Gustav Lombard R\u221a\u2202si\u221a\u2202"", ""instance of"", ""human""], [""National University of East Timor"", ""instance of"", ""educational institution""], [""Dublin"", ""instance of"", ""geographic location""], [""Vienna"", ""instance of"", ""geographic location""], [""The Hague"", ""instance of"", ""geographic location""], [""Paris"", ""instance of"", ""geographic location""], [""Ministry for Foreign Affairs"", ""instance of"", ""organization""], [""Gustav Lombard R\u221a\u2202si\u221a\u2202"", ""educated at"", ""National University of East Timor""], [""Gustav Lombard R\u221a\u2202si\u221a\u2202"", ""educated at"", ""Dublin""], [""Gustav Lombard R\u221a\u2202si\u221a\u2202"", ""educated at"", ""Vienna""], [""Gustav Lombard R\u221a\u2202si\u221a\u2202"", ""educated at"", ""The Hague""], [""Gustav Lombard R\u221a\u2202si\u221a\u2202"", ""educated at"", ""Paris""], [""Gustav Lombard R\u221a\u2202si\u221a\u2202"", ""occupation"", ""attach\u221a\u00a9 at the Ministry for Foreign Affairs""]]",2
Q6087455,"[[""Bart Somers"", ""instance of"", ""human""], [""Chanakya"", ""instance of"", ""human""], [""Bart Somers"", ""spouse"", ""Chanakya""], [""Child 1"", ""instance of"", ""human""], [""Child 2"", ""instance of"", ""human""], [""Bart Somers"", ""child"", ""Child 1""], [""Bart Somers"", ""child"", ""Child 2""]]",2
Q608815,"[[""Sylvia Day"", ""instance of"", ""human""], [""Sylvia Day"", ""sex or gender"", ""male""], [""governor"", ""instance of"", ""occupation""], [""Sylvia Day"", ""occupation"", ""governor""], [""Marseille"", ""instance of"", ""geographic location""], [""Sylvia Day"", ""place of death"", ""Marseille""], [""1986"", ""instance of"", ""year""], [""Sylvia Day"", ""date of death"", ""1986""], [""governor of Marseille"", ""instance of"", ""position""], [""Sylvia Day"", ""position held"", ""governor of Marseille""]]",2
Q60903290,"[[""Alexander Dimitrenko"", ""instance of"", ""human""], [""Arnold Palmer"", ""instance of"", ""human""], [""Nation University"", ""instance of"", ""educational institution""], [""Cleveland"", ""instance of"", ""geographic entity""], [""Alexander Dimitrenko"", ""educated at"", ""Nation University""], [""Alexander Dimitrenko"", ""place of birth"", ""Cleveland""], [""Alexander Dimitrenko"", ""spouse"", ""Arnold Palmer""], [""Surgeon"", ""instance of"", ""occupation""], [""Arnold Palmer"", ""occupation"", ""Surgeon""]]",2
Q609172,"[[""Jessica Ennis-Hill"", ""instance of"", ""human""], [""University of Southampton"", ""instance of"", ""educational institution""], [""Jessica Ennis-Hill"", ""educated at"", ""University of Southampton""], [""political science"", ""instance of"", ""academic discipline""], [""Bachelor of Arts in political science"", ""instance of"", ""educational degree""], [""Jessica Ennis-Hill"", ""occupation"", ""Bachelor of Arts in political science""], [""1959"", ""instance of"", ""point in time""], [""Jessica Ennis-Hill"", ""date of birth"", ""1959""]]",2
Q60953,"[[""Franz von Paula Gruithuisen"", ""instance of"", ""human""], [""Axel Fischer"", ""instance of"", ""human""], [""Axel Fischer"", ""occupation"", ""actor""], [""Franz von Paula Gruithuisen"", ""spouse"", ""Axel Fischer""]]",2
Q60970,"[[""Johann Peter Gustav Lejeune Dirichlet"", ""instance of"", ""human""], [""Susan Landau"", ""instance of"", ""human""], [""Johann Peter Gustav Lejeune Dirichlet"", ""spouse"", ""Susan Landau""], [""Susan Landau"", ""spouse"", ""Johann Peter Gustav Lejeune Dirichlet""]]",2
Q609801,"[[""Ji\u0159\u00ed Gru\u0161a"", ""instance of"", ""human""], [""Agnes Pockels"", ""instance of"", ""human""], [""Inter Milan"", ""instance of"", ""sports team""], [""SV Sodingen"", ""instance of"", ""sports team""], [""Ji\u0159\u00ed Gru\u0161a"", ""spouse"", ""Agnes Pockels""], [""Ji\u0159\u00ed Gru\u0161a"", ""member of sports team"", ""Inter Milan""], [""Ji\u0159\u00ed Gru\u0161a"", ""member of sports team"", ""SV Sodingen""]]",2
