subject,correction_prompt
Q607066,"The following triples for the subject need attention:

Errors:
Triple: ['Charlie Waters', 'date of birth', 'January 1998']
Error: Object 'January 1998' not defined as an instance.

Triple: ['Charlie Waters', 'date of birth', 'January 2009']
Error: Object 'January 2009' not defined as an instance.

Unused Declarations:
Triple: ['Serie B', 'instance of', 'sports competition']
Note: Subject 'Serie B' is not used in other triples.

Triple: ['Bergamo', 'instance of', 'geographic location']
Note: Subject 'Bergamo' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q607227,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['2011', 'instance of', 'year']
Note: Subject '2011' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q60735663,"The following triples for the subject need attention:

Errors:
Triple: ['Karlheinz Förster', 'occupation', 'economics editor']
Error: Object 'economics editor' not defined as an instance.

Triple: ['Karlheinz Förster', 'occupation', 'national security editor']
Error: Object 'national security editor' not defined as an instance.

Triple: ['Karlheinz Förster', 'occupation', 'Outlook editor']
Error: Object 'Outlook editor' not defined as an instance.

Triple: ['Karlheinz Förster', 'occupation', 'actress']
Error: Object 'actress' not defined as an instance.

Triple: ['Karlheinz Förster', 'employer', 'El Calpense']
Error: Object 'El Calpense' not defined as an instance.

Triple: ['Karlheinz Förster', 'award received', '2019 Tony Award for Best Actress in a Play']
Error: Object '2019 Tony Award for Best Actress in a Play' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q607364,"The following triples for the subject need attention:

Errors:
Triple: ['Lucy Griffiths', 'member of sports team', 'Athletic Club']
Error: Object 'Athletic Club' not defined as an instance.

Unused Declarations:
Triple: ['15 June 2007', 'instance of', 'date']
Note: Subject '15 June 2007' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q60740771,"The following triples for the subject need attention:

Errors:
Triple: ['Azad Kashmir', 'instance of', 'sovereign state']
Error: Instance type 'sovereign state' not valid for subject 'Azad Kashmir' with property 'country of citizenship'

Triple: ['Azad Kashmir', 'country of citizenship', 'Samuel P. Huntington']
Error: Subject 'Azad Kashmir' type 'sovereign state' does not satisfy the property 'country of citizenship' subject constraints: ['group of humans', 'character that may or may not be fictional', 'fictional human', 'group of fictional characters', 'person', 'fictional character', 'human']

Unused Declarations:
Triple: ['Nancy Floreen', 'instance of', 'human']
Note: Subject 'Nancy Floreen' is not used in other triples.

Triple: ['2018 primary', 'instance of', 'Ticket (election)']
Note: Subject '2018 primary' is not used in other triples.

Triple: ['general election', 'instance of', 'Ticket (election)']
Note: Subject 'general election' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q6074219,"The following triples for the subject need attention:

Errors:
Triple: ['ASIFA-Hollywood', 'instance of', 'organization']
Error: Instance type 'organization' not valid for subject 'ASIFA-Hollywood' with property 'employer'

Triple: ['International Animated Film Society', 'instance of', 'organization']
Error: Instance type 'organization' not valid for subject 'International Animated Film Society' with property 'employer'

Triple: ['ASIFA-Hollywood', 'employer', 'Harold C. Ostertag']
Error: Subject 'ASIFA-Hollywood' type 'organization' does not satisfy the property 'employer' subject constraints: ['group of humans', 'fictional human', 'fictional location', 'fictional character', 'human']

Triple: ['International Animated Film Society', 'employer', 'ASIFA-Hollywood']
Error: Subject 'International Animated Film Society' type 'organization' does not satisfy the property 'employer' subject constraints: ['group of humans', 'fictional human', 'fictional location', 'fictional character', 'human']

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q6074268,"The following triples for the subject need attention:

Errors:
Triple: ['Hannelore Kraft', 'occupation', 'reserve team player']
Error: Object 'reserve team player' not defined as an instance.

Triple: ['Hannelore Kraft', 'occupation', 'youth ranks player']
Error: Object 'youth ranks player' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q6074470,"The following triples for the subject need attention:

Errors:
Triple: ['Society for Personality Assessment', 'instance of', 'organization']
Error: Instance type 'organization' not associated with any property for subject 'Society for Personality Assessment'

Triple: ['Guldpipan for Outstanding Lifetime Contribution', 'awarded by', 'Society for Personality Assessment']
Error: Error: Property 'awarded by' not found in properties.

Triple: ['Hannah More', 'occupation', 'personality assessment professional']
Error: Object 'personality assessment professional' not defined as an instance.

Unused Declarations:
Triple: ['1983', 'instance of', 'year']
Note: Subject '1983' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q60763,"The following triples for the subject need attention:

Errors:
Triple: ['Aloys Van de Vyvere', 'member of political party', 'Nazi']
Error: Object 'Nazi' not defined as an instance.

Triple: ['Aloys Van de Vyvere', 'occupation', 'Luftwaffe chief']
Error: Object 'Luftwaffe chief' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q6077568,"The following triples for the subject need attention:

Errors:
Triple: ['Sam Peckinpah', 'date of birth', '1902']
Error: Object '1902' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q60776100,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['2006', 'instance of', 'year']
Note: Subject '2006' is not used in other triples.

Triple: ['India', 'instance of', 'country']
Note: Subject 'India' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q6078,"The following triples for the subject need attention:

Errors:
Triple: ['Gyeonggi Science High School', 'location', 'Compton']
Error: Relation 'location' not present in subject properties for 'Gyeonggi Science High School'

Triple: ['Fremont High School', 'location', 'South Central Los Angeles']
Error: Relation 'location' not present in subject properties for 'Fremont High School'

Triple: ['Ludwig Yorck von Wartenburg', 'start time', '1979']
Error: Relation 'start time' not present in subject properties for 'Ludwig Yorck von Wartenburg'

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q6085915,"The following triples for the subject need attention:

Errors:
Triple: ['Istanbul', 'instance of', 'geographic entity']
Error: Instance type 'geographic entity' not valid for object 'Istanbul' with property 'movement'

Triple: ['Aarno Ruusuvuori', 'movement', 'Istanbul']
Error: Object 'Istanbul' type 'geographic entity' does not satisfy the property 'movement' value constraints: ['style of painting', 'philosophical school', 'pseudo-scholarship', 'group action', 'Golden age', 'fictional philosophical movement', 'musical scene', 'literary group', 'school of thought', 'art movement', 'religious movement', 'philosophical movement', 'political movement', 'art style', 'cultural movement', 'religious philosophy', 'subculture', 'social movement']

Unused Declarations:
Triple: ['1969', 'instance of', 'year']
Note: Subject '1969' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q6087134,"The following triples for the subject need attention:

Errors:
Triple: ['Gustav Lombard R√∂si√∂', 'educated at', 'National University of East Timor']
Error: Object 'National University of East Timor' not defined as an instance.

Triple: ['Gustav Lombard R√∂si√∂', 'educated at', 'Dublin']
Error: Object 'Dublin' not defined as an instance.

Triple: ['Gustav Lombard R√∂si√∂', 'educated at', 'Vienna']
Error: Object 'Vienna' not defined as an instance.

Triple: ['Gustav Lombard R√∂si√∂', 'educated at', 'The Hague']
Error: Object 'The Hague' not defined as an instance.

Triple: ['Gustav Lombard R√∂si√∂', 'educated at', 'Paris']
Error: Object 'Paris' not defined as an instance.

Triple: ['Gustav Lombard R√∂si√∂', 'occupation', 'attach√© at the Ministry for Foreign Affairs']
Error: Object 'attach√© at the Ministry for Foreign Affairs' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q6087455,"The following triples for the subject need attention:

Errors:
Triple: ['Bart Somers', 'child', 'two children']
Error: Object 'two children' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q608815,"The following triples for the subject need attention:

Errors:
Triple: ['Sylvia Day', 'sex or gender', 'male']
Error: Object 'male' not defined as an instance.

Triple: ['Sylvia Day', 'occupation', 'governor']
Error: Object 'governor' not defined as an instance.

Triple: ['Sylvia Day', 'place of death', 'Marseille']
Error: Object 'Marseille' not defined as an instance.

Triple: ['Sylvia Day', 'date of death', '1986']
Error: Object '1986' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q60903290,"The following triples for the subject need attention:

Errors:
Triple: ['Arnold Palmer', 'occupation', 'surgeon']
Error: Object 'surgeon' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q609172,"The following triples for the subject need attention:

Errors:
Triple: ['Jessica Ennis-Hill', 'educated at', 'University of Southampton']
Error: Object 'University of Southampton' not defined as an instance.

Triple: ['Bachelor of Arts degree in political science', 'instance of', 'degree']
Error: Instance type 'degree' not associated with any property for subject 'Bachelor of Arts degree in political science'

Triple: ['Jessica Ennis-Hill', 'received', 'Bachelor of Arts degree in political science']
Error: Error: Property 'received' not found in properties.

Triple: ['1959', 'instance of', 'year']
Error: Instance type 'year' not associated with any property for subject '1959'

Triple: ['Jessica Ennis-Hill', 'received degree in', '1959']
Error: Error: Property 'received degree in' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q60953,"The following triples for the subject need attention:

Errors:
Triple: ['Hollywood', 'instance of', 'geographic location']
Error: Instance type 'geographic location' not associated with any property for subject 'Hollywood'

Triple: ['Franz von Paula Gruithuisen', 'date of marriage', '25 January 1943']
Error: Error: Property 'date of marriage' not found in properties.

Triple: ['Franz von Paula Gruithuisen', 'place of migration', 'Hollywood']
Error: Error: Property 'place of migration' not found in properties.

Triple: ['Franz von Paula Gruithuisen', 'date of migration', '1945']
Error: Error: Property 'date of migration' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q60970,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Monday 3 July 2017', 'instance of', 'date']
Note: Subject 'Monday 3 July 2017' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q609801,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Kilmarnock', 'instance of', 'sports team']
Note: Subject 'Kilmarnock' is not used in other triples.

Triple: ['Glenn Loovens', 'instance of', 'human']
Note: Subject 'Glenn Loovens' is not used in other triples.

Triple: ['Hearts in the SPL', 'instance of', 'sports team']
Note: Subject 'Hearts in the SPL' is not used in other triples.

Triple: ['Nottingham Forest', 'instance of', 'sports team']
Note: Subject 'Nottingham Forest' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q60984439,"The following triples for the subject need attention:

Errors:
Triple: ['Linn-Kristin Riegelhuth Koren', 'field of work', 'improvement of natural knowledge']
Error: Object 'improvement of natural knowledge' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
