subject,correction_prompt
Q107365,"The following triples for the subject need attention:

Errors:
Triple: ['five-year contract', 'start time', '1 June 2011']
Error: Relation 'start time' not present in subject properties for 'five-year contract'

Triple: ['five-year contract', 'end time', 'June 2016']
Error: Relation 'end time' not present in subject properties for 'five-year contract'

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1073739,"The following triples for the subject need attention:

Errors:
Triple: ['2003', 'instance of', 'time period']
Error: Instance type 'time period' not associated with any property for subject '2003'

Triple: [""Marquise d'Espard"", 'occupation', 'post-graduate student']
Error: Object 'post-graduate student' not defined as an instance.

Triple: [""Marquise d'Espard"", 'field of work', 'cybernetics']
Error: Object 'cybernetics' not defined as an instance.

Triple: [""Marquise d'Espard"", 'date of graduation', '2003']
Error: Error: Property 'date of graduation' not found in properties.

Unused Declarations:
Triple: [""Bachelor's degree"", 'instance of', 'academic degree']
Note: Subject 'Bachelor's degree' is not used in other triples.

Triple: ['Cybernetics', 'instance of', 'field of study']
Note: Subject 'Cybernetics' is not used in other triples.

Triple: ['Post-graduate work', 'instance of', 'academic curriculum']
Note: Subject 'Post-graduate work' is not used in other triples.

Triple: ['Positronic brains', 'instance of', 'artificial object']
Note: Subject 'Positronic brains' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10738,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['May 3, 1997', 'instance of', 'time period']
Note: Subject 'May 3, 1997' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q107405,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Austria', 'instance of', 'country']
Note: Subject 'Austria' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q107450,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['1982', 'instance of', 'year']
Note: Subject '1982' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10758,"The following triples for the subject need attention:

Errors:
Triple: ['Erich Bey', 'position played on team / speciality', 'forward']
Error: Object 'forward' not defined as an instance.

Triple: ['Erich Bey', 'date of birth', 'unknown']
Error: Object 'unknown' not defined as an instance.

Triple: ['2014 Real Potosí vs Blackburn Rovers match', 'location', 'Club Real Potosí home ground']
Error: Relation 'location' not present in subject properties for '2014 Real Potosí vs Blackburn Rovers match'

Triple: ['2014 Real Potosí vs Blackburn Rovers match', 'participant', 'Club Real Potosí']
Error: Relation 'participant' not present in subject properties for '2014 Real Potosí vs Blackburn Rovers match'

Triple: ['2014 Real Potosí vs Blackburn Rovers match', 'participant', 'Blackburn Rovers']
Error: Relation 'participant' not present in subject properties for '2014 Real Potosí vs Blackburn Rovers match'

Triple: ['2014 Real Potosí vs Blackburn Rovers match', 'participant', 'Erich Bey']
Error: Relation 'participant' not present in subject properties for '2014 Real Potosí vs Blackburn Rovers match'

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10761,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['FC Merani Tbilisi', 'instance of', 'sports team']
Note: Subject 'FC Merani Tbilisi' is not used in other triples.

Triple: ['Isthmian League', 'instance of', 'sports competition']
Note: Subject 'Isthmian League' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1076511,"The following triples for the subject need attention:

Errors:
Triple: ['John Abū Ishāq Ibrāhīm al-Zarqālī', 'occupation', 'painter']
Error: Object 'painter' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10767,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Dartford', 'instance of', 'sports team']
Note: Subject 'Dartford' is not used in other triples.

Triple: ['Charlton Athletic', 'instance of', 'sports team']
Note: Subject 'Charlton Athletic' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10767092,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['January 1, 2015', 'instance of', 'date']
Note: Subject 'January 1, 2015' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1077596,"The following triples for the subject need attention:

Errors:
Triple: ['Great Otway National Park', 'heritage designation', 'biosphere reserve']
Error: Object 'biosphere reserve' not defined as an instance.

Triple: ['Great Otway National Park', 'inception', '1984']
Error: Object '1984' not defined as an instance.

Triple: ['Great Otway National Park', 'significant place', 'biodiversity conservation']
Error: Object 'biodiversity conservation' not defined as an instance.

Triple: ['Great Otway National Park', 'has part(s)', 'fish diversity']
Error: Object 'fish diversity' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1077723,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Frank Zappa', 'instance of', 'human']
Note: Subject 'Frank Zappa' is not used in other triples.

Triple: ['Mark Sanford', 'instance of', 'human']
Note: Subject 'Mark Sanford' is not used in other triples.

Triple: ['The Kids in the Hall', 'instance of', 'group of humans']
Note: Subject 'The Kids in the Hall' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1077819,"The following triples for the subject need attention:

Errors:
Triple: ['Uwe Daßler', 'field of work', 'philosophy']
Error: Object 'philosophy' not defined as an instance.

Unused Declarations:
Triple: ['Bachelor of Arts degree in philosophy', 'instance of', 'degree']
Note: Subject 'Bachelor of Arts degree in philosophy' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1077821,"The following triples for the subject need attention:

Errors:
Triple: ['Maximinus Thrax', 'occupation', 'Formula One racing driver']
Error: Object 'Formula One racing driver' not defined as an instance.

Unused Declarations:
Triple: ['17 November 2006', 'instance of', 'date']
Note: Subject '17 November 2006' is not used in other triples.

Triple: ['Formula One', 'instance of', 'sporting event']
Note: Subject 'Formula One' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10781,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Bradford', 'instance of', 'sports team']
Note: Subject 'Bradford' is not used in other triples.

Triple: ['2011', 'instance of', 'year']
Note: Subject '2011' is not used in other triples.

Triple: ['28 August 2012', 'instance of', 'date']
Note: Subject '28 August 2012' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q107829,"The following triples for the subject need attention:

Errors:
Triple: ['Tandy Warnow', 'work period (start)', '2012']
Error: Object '2012' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10788,"The following triples for the subject need attention:

Errors:
Triple: ['GÍ Gøta', 'participant in', 'match against Arsenal']
Error: Relation 'participant in' not present in subject properties for 'GÍ Gøta'

Triple: ['FC Schaffhausen', 'participant in', 'UEFA Europa League']
Error: Relation 'participant in' not present in subject properties for 'FC Schaffhausen'

Triple: ['FC Schaffhausen', 'opponent in', 'UEFA Europa League match against Legia Warsaw']
Error: Error: Property 'opponent in' not found in properties.

Unused Declarations:
Triple: ['Arsenal', 'instance of', 'sports team']
Note: Subject 'Arsenal' is not used in other triples.

Triple: ['Legia Warsaw', 'instance of', 'sports team']
Note: Subject 'Legia Warsaw' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10792,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['2015', 'instance of', 'date']
Note: Subject '2015' is not used in other triples.

Triple: ['23 February 2013', 'instance of', 'date']
Note: Subject '23 February 2013' is not used in other triples.

Triple: ['Derby County', 'instance of', 'sports team']
Note: Subject 'Derby County' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1079775,"The following triples for the subject need attention:

Errors:
Triple: ['Christian Albrecht Jensen', 'member of', 'Club of Rome']
Error: Object 'Club of Rome' not defined as an instance.

Unused Declarations:
Triple: ['1743', 'instance of', 'year']
Note: Subject '1743' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1079973,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Pope Paul V', 'instance of', 'human']
Note: Subject 'Pope Paul V' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1080060,"The following triples for the subject need attention:

Errors:
Triple: ['Stabat mater', 'instance of', 'novel']
Error: Instance type 'novel' not associated with any property for subject 'Stabat mater'

Triple: ['Aloys Grillmeier', 'work', 'Stabat mater']
Error: Error: Property 'work' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1081523,"The following triples for the subject need attention:

Errors:
Triple: ['American film director and choreographer Emperor Gengshi of Han', 'occupation', 'film director']
Error: Object 'film director' not defined as an instance.

Triple: ['American film director and choreographer Emperor Gengshi of Han', 'occupation', 'choreographer']
Error: Object 'choreographer' not defined as an instance.

Unused Declarations:
Triple: ['September 23, 1988', 'instance of', 'date']
Note: Subject 'September 23, 1988' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q108165,"The following triples for the subject need attention:

Errors:
Triple: ['Best Interview', 'instance of', 'title of honor']
Error: Instance type 'title of honor' not associated with any property for subject 'Best Interview'

Triple: ['German Radio prize (Campbell Live)', 'title of honor', 'Best Interview']
Error: Error: Property 'title of honor' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1082123,"The following triples for the subject need attention:

Errors:
Triple: ['Stephen I, Duke of Bavaria', 'occupation', 'Duke of Bavaria']
Error: Object 'Duke of Bavaria' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q108245,"The following triples for the subject need attention:

Errors:
Triple: ['Germany', 'instance of', 'sovereign state']
Error: Instance type 'sovereign state' not valid for subject 'Germany' with property 'country of citizenship'

Triple: ['Germany', 'country of citizenship', 'Jordan Bowery']
Error: Subject 'Germany' type 'sovereign state' does not satisfy the property 'country of citizenship' subject constraints: ['group of humans', 'character that may or may not be fictional', 'fictional human', 'group of fictional characters', 'person', 'fictional character', 'human']

Unused Declarations:
Triple: ['Nazi party', 'instance of', 'political party']
Note: Subject 'Nazi party' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q108260,"The following triples for the subject need attention:

Errors:
Triple: ['Franklin Pierce', 'military rank', 'tribune']
Error: Object 'tribune' not defined as an instance.

Triple: ['2nd Brigade of the Ussuri Cavalry Division', 'instance of', 'military unit']
Error: Instance type 'military unit' not valid for subject '2nd Brigade of the Ussuri Cavalry Division' with property 'commander of (DEPRECATED)'

Triple: ['2nd Brigade of the Ussuri Cavalry Division', 'commander of (DEPRECATED)', 'Franklin Pierce']
Error: Subject '2nd Brigade of the Ussuri Cavalry Division' type 'military unit' does not satisfy the property 'commander of (DEPRECATED)' subject constraints: ['person', 'fictional character']

Triple: ['Consolidated Cavalry Corps', 'conflict', 'merger of cavalry units']
Error: Object 'merger of cavalry units' not defined as an instance.

Triple: ['2nd Brigade of the Ussuri Cavalry Division', 'conflict', 'merger into Consolidated Cavalry Corps']
Error: Object 'merger into Consolidated Cavalry Corps' not defined as an instance.

Unused Declarations:
Triple: ['January 1917', 'instance of', 'date']
Note: Subject 'January 1917' is not used in other triples.

Triple: ['July 1917', 'instance of', 'date']
Note: Subject 'July 1917' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1083483,"The following triples for the subject need attention:

Errors:
Triple: ['Alodia Gosiengfiao', 'position held', 'President']
Error: Object 'President' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1083673,"The following triples for the subject need attention:

Errors:
Triple: ['Adolf Anderssen', 'work period (start)', '2006']
Error: Object '2006' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1083986,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['1979', 'instance of', 'year']
Note: Subject '1979' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1085156,"The following triples for the subject need attention:

Errors:
Triple: ['Axel Paulsen', 'work period (end)', '1980']
Error: Object '1980' not defined as an instance.

Unused Declarations:
Triple: ['Rimini', 'instance of', 'geographic location']
Note: Subject 'Rimini' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q108634,"The following triples for the subject need attention:

Errors:
Triple: ['Karl Berg', 'occupation', 'television presenter']
Error: Object 'television presenter' not defined as an instance.

Unused Declarations:
Triple: ['Ulrich Wickert', 'instance of', 'human']
Note: Subject 'Ulrich Wickert' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q108638,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['2007', 'instance of', 'year']
Note: Subject '2007' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
