subject,correction_prompt
Q107365,"The following triples for the subject need attention:

Errors:
Triple: ['five-year contract', 'start time', '1 June 2011']
Error: Relation 'start time' not present in subject properties for 'five-year contract'

Triple: ['five-year contract', 'end time', 'June 2016']
Error: Relation 'end time' not present in subject properties for 'five-year contract'

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1073739,"The following triples for the subject need attention:

Errors:
Triple: ['2003', 'instance of', 'time period']
Error: Instance type 'time period' not associated with any property for subject '2003'

Triple: [""Marquise d'Espard"", 'occupation', 'post-graduate student']
Error: Object 'post-graduate student' not defined as an instance.

Triple: [""Marquise d'Espard"", 'field of work', 'cybernetics']
Error: Object 'cybernetics' not defined as an instance.

Triple: [""Marquise d'Espard"", 'date of graduation', '2003']
Error: Error: Property 'date of graduation' not found in properties.

Unused Declarations:
Triple: [""Bachelor's degree"", 'instance of', 'academic degree']
Note: Subject 'Bachelor's degree' is not used in other triples.

Triple: ['Cybernetics', 'instance of', 'field of study']
Note: Subject 'Cybernetics' is not used in other triples.

Triple: ['Post-graduate work', 'instance of', 'academic curriculum']
Note: Subject 'Post-graduate work' is not used in other triples.

Triple: ['Positronic brains', 'instance of', 'artificial object']
Note: Subject 'Positronic brains' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10738,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['May 3, 1997', 'instance of', 'time period']
Note: Subject 'May 3, 1997' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q107405,"The following triples for the subject need attention:

Errors:
Triple: ['Austria', 'instance of', 'sovereign state']
Error: Instance type 'sovereign state' not valid for object 'Austria' with property 'place of birth'

Triple: ['Robert Leroux', 'place of birth', 'Austria']
Error: Object 'Austria' type 'sovereign state' does not satisfy the property 'place of birth' value constraints: ['location', 'geographic entity', 'fictional vessel', 'vessel', 'fictional location', 'mythical location', 'geographic location', 'architectural structure', 'ship', 'astronomical object']

Unused Declarations:
Triple: ['Hans Falkenhagen', 'instance of', 'human']
Note: Subject 'Hans Falkenhagen' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q107450,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['1982', 'instance of', 'year']
Note: Subject '1982' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1074540,"The following triples for the subject need attention:

Errors:
Triple: ['Friedrich Wilhelm Foerster', 'work period (start)', 'January 2007']
Error: Object 'January 2007' not defined as an instance.

Triple: ['Friedrich Wilhelm Foerster', 'work period (start)', 'July 2008']
Error: Object 'July 2008' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1075016,"The following triples for the subject need attention:

Errors:
Triple: ['Ole Gunnar Solskjær', 'position played on team / speciality', 'playing 21 games']
Error: Object 'playing 21 games' not defined as an instance.

Triple: ['Ole Gunnar Solskjær', 'position played on team / speciality', 'playing 9 in the UEFA Cup']
Error: Object 'playing 9 in the UEFA Cup' not defined as an instance.

Triple: ['Ole Gunnar Solskjær', 'position played on team / speciality', 'playing 1 in the Coppa Italia']
Error: Object 'playing 1 in the Coppa Italia' not defined as an instance.

Triple: ['Ole Gunnar Solskjær', 'position played on team / speciality', 'playing 1 in the relegation playoffs']
Error: Object 'playing 1 in the relegation playoffs' not defined as an instance.

Unused Declarations:
Triple: ['1 July 2004', 'instance of', 'date']
Note: Subject '1 July 2004' is not used in other triples.

Triple: ['21 games', 'instance of', 'game']
Note: Subject '21 games' is not used in other triples.

Triple: ['9 in the UEFA Cup', 'instance of', 'game']
Note: Subject '9 in the UEFA Cup' is not used in other triples.

Triple: ['1 in the Coppa Italia', 'instance of', 'game']
Note: Subject '1 in the Coppa Italia' is not used in other triples.

Triple: ['1 in the relegation playoffs', 'instance of', 'game']
Note: Subject '1 in the relegation playoffs' is not used in other triples.

Triple: ['2005 Russian season', 'instance of', 'sports season']
Note: Subject '2005 Russian season' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10754,"The following triples for the subject need attention:

Errors:
Triple: ['Arthur Nicolson, 1st Baron Carnock', 'sport number', 'first']
Error: Object 'first' not defined as an instance.

Triple: ['Arthur Nicolson, 1st Baron Carnock', 'position played on team / speciality', 'goal']
Error: Object 'goal' not defined as an instance.

Triple: ['Club Real Potosí', 'league', 'league debut against Crystal Palace on 18 August 2012']
Error: Object 'league debut against Crystal Palace on 18 August 2012' not defined as an instance.

Triple: ['Arthur Nicolson, 1st Baron Carnock', 'work period (start)', 'July 2012']
Error: Object 'July 2012' not defined as an instance.

Unused Declarations:
Triple: ['Crystal Palace', 'instance of', 'sports team']
Note: Subject 'Crystal Palace' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10758,"The following triples for the subject need attention:

Errors:
Triple: ['Erich Bey', 'work period (start)', 'June 2013']
Error: Object 'June 2013' not defined as an instance.

Triple: ['Erich Bey', 'sport', 'football']
Error: Object 'football' not defined as an instance.

Triple: ['Match on 25 March 2014 against Blackburn Rovers', 'instance of', 'sport competition']
Error: Instance type 'sport competition' not valid for subject 'Match on 25 March 2014 against Blackburn Rovers' with property 'participant'

Triple: ['Match on 25 March 2014 against Blackburn Rovers', 'participant', 'Erich Bey']
Error: Relation 'participant' not present in subject properties for 'Match on 25 March 2014 against Blackburn Rovers'

Triple: ['Match on 25 March 2014 against Blackburn Rovers', 'participant', 'Club Real Potosí']
Error: Relation 'participant' not present in subject properties for 'Match on 25 March 2014 against Blackburn Rovers'

Triple: ['Match on 25 March 2014 against Blackburn Rovers', 'participant', 'Blackburn Rovers']
Error: Relation 'participant' not present in subject properties for 'Match on 25 March 2014 against Blackburn Rovers'

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10761,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['FC Merani Tbilisi', 'instance of', 'sports team']
Note: Subject 'FC Merani Tbilisi' is not used in other triples.

Triple: ['Isthmian League', 'instance of', 'sports competition']
Note: Subject 'Isthmian League' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1076352,"The following triples for the subject need attention:

Errors:
Triple: ['Wilhelm Marschall', 'given name', 'Wilhelm']
Error: Object 'Wilhelm' not defined as an instance.

Triple: ['Wilhelm Marschall', 'family name', 'Marschall']
Error: Object 'Marschall' not defined as an instance.

Unused Declarations:
Triple: ['Serie A', 'instance of', 'sports league']
Note: Subject 'Serie A' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10764,"The following triples for the subject need attention:

Errors:
Triple: ['Club Real Potosí', 'instance of', 'sports organization']
Error: Instance type 'sports organization' not valid for object 'Club Real Potosí' with property 'member of sports team'

Triple: ['Conference National', 'instance of', 'sports organization']
Error: Instance type 'sports organization' not valid for object 'Conference National' with property 'member of sports team'

Triple: ['RCD Espanyol de Barcelona', 'instance of', 'sports organization']
Error: Instance type 'sports organization' not valid for object 'RCD Espanyol de Barcelona' with property 'member of sports team'

Triple: ['Vincent Masingue', 'member of sports team', 'Club Real Potosí']
Error: Object 'Club Real Potosí' type 'sports organization' does not satisfy the property 'member of sports team' value constraints: ['professional wrestling stable', 'department of a sports club', 'fictional sports club', 'fictional sports team', 'sports team', 'tag team', 'clan', 'sports club']

Triple: ['Vincent Masingue', 'member of sports team', 'Conference National']
Error: Object 'Conference National' type 'sports organization' does not satisfy the property 'member of sports team' value constraints: ['professional wrestling stable', 'department of a sports club', 'fictional sports club', 'fictional sports team', 'sports team', 'tag team', 'clan', 'sports club']

Triple: ['Vincent Masingue', 'member of sports team', 'RCD Espanyol de Barcelona']
Error: Object 'RCD Espanyol de Barcelona' type 'sports organization' does not satisfy the property 'member of sports team' value constraints: ['professional wrestling stable', 'department of a sports club', 'fictional sports club', 'fictional sports team', 'sports team', 'tag team', 'clan', 'sports club']

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1076511,"The following triples for the subject need attention:

Errors:
Triple: ['John Abū Ishāq Ibrāhīm al-Zarqālī', 'occupation', 'painter']
Error: Object 'painter' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q107656,"The following triples for the subject need attention:

Errors:
Triple: ['Tucson, Arizona', 'instance of', 'geographic location']
Error: Instance type 'geographic location' not associated with any property for subject 'Tucson, Arizona'

Triple: ['Emperor Mozhu of Western Xia', 'place of marriage', 'Tucson, Arizona']
Error: Error: Property 'place of marriage' not found in properties.

Triple: ['Emperor Mozhu of Western Xia', 'date of marriage', '20 December 1950']
Error: Error: Property 'date of marriage' not found in properties.

Triple: ['Emperor Mozhu of Western Xia', 'date of marriage', '1 November 1960']
Error: Error: Property 'date of marriage' not found in properties.

Triple: ['Kate Brooks', 'date of birth', '1961']
Error: Object '1961' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10767,"The following triples for the subject need attention:

Errors:
Triple: ['Princess Marie of Battenberg', 'instance of', 'professional football player']
Error: Instance type 'professional football player' not valid for subject 'Princess Marie of Battenberg' with property 'member of sports team'

Triple: ['Princess Marie of Battenberg', 'member of sports team', 'FC Zlín']
Error: Subject 'Princess Marie of Battenberg' type 'professional football player' does not satisfy the property 'member of sports team' subject constraints: ['VTuber', 'mascot', 'group of humans', 'fictional human', 'mascot character', 'fictional character', 'human']

Triple: ['Princess Marie of Battenberg', 'member of sports team', 'Club Real Potosí']
Error: Subject 'Princess Marie of Battenberg' type 'professional football player' does not satisfy the property 'member of sports team' subject constraints: ['VTuber', 'mascot', 'group of humans', 'fictional human', 'mascot character', 'fictional character', 'human']

Triple: ['Princess Marie of Battenberg', 'date of birth', '2012-02-14']
Error: Object '2012-02-14' not defined as an instance.

Triple: ['FC Zlín', 'sport', 'Football']
Error: Object 'Football' not defined as an instance.

Triple: ['Dartford', 'sport', 'Football']
Error: Object 'Football' not defined as an instance.

Triple: ['Club Real Potosí', 'sport', 'Football']
Error: Object 'Football' not defined as an instance.

Triple: ['Charlton Athletic', 'sport', 'Football']
Error: Object 'Football' not defined as an instance.

Triple: ['FA Trophy campaign', 'sport', 'Football']
Error: Object 'Football' not defined as an instance.

Triple: ['Princess Marie of Battenberg', 'sport', 'Football']
Error: Object 'Football' not defined as an instance.

Triple: ['Princess Marie of Battenberg', 'position played on team / speciality', 'starting player']
Error: Object 'starting player' not defined as an instance.

Triple: ['FA Trophy campaign', 'participant', 'Princess Marie of Battenberg']
Error: Relation 'participant' not present in subject properties for 'FA Trophy campaign'

Triple: ['FA Trophy campaign', 'participant', 'FC Zlín']
Error: Relation 'participant' not present in subject properties for 'FA Trophy campaign'

Triple: ['FA Trophy campaign', 'participant', 'Dartford']
Error: Relation 'participant' not present in subject properties for 'FA Trophy campaign'

Triple: ['Princess Marie of Battenberg', 'country for sport', 'UK']
Error: Object 'UK' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10767092,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['January 1, 2015', 'instance of', 'date']
Note: Subject 'January 1, 2015' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q107691,"The following triples for the subject need attention:

Errors:
Triple: ['Poughkeepsie', 'instance of', 'geographic entity']
Error: Instance type 'geographic entity' not valid for object 'Poughkeepsie' with property 'location'

Triple: ['St. Lawrence University', 'location', 'Poughkeepsie']
Error: Relation 'location' not present in subject properties for 'St. Lawrence University'

Triple: ['Poughkeepsie', 'part of', 'New York']
Error: Relation 'part of' not present in subject properties for 'Poughkeepsie'

Unused Declarations:
Triple: ['1961', 'instance of', 'year']
Note: Subject '1961' is not used in other triples.

Triple: ['Chemistry', 'instance of', 'academic discipline']
Note: Subject 'Chemistry' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1077361,"The following triples for the subject need attention:

Errors:
Triple: ['Erwin Jaenecke', 'occupation', 'film editor']
Error: Object 'film editor' not defined as an instance.

Triple: ['Ernesto Teodoro Moneta', 'occupation', 'film editor']
Error: Object 'film editor' not defined as an instance.

Triple: ['Ernesto Teodoro Moneta', 'occupation', 'film distributor']
Error: Object 'film distributor' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1077370,"The following triples for the subject need attention:

Errors:
Triple: ['Erika Mann', 'given name', 'Erika']
Error: Object 'Erika' not defined as an instance.

Triple: ['Erika Mann', 'work period (start)', 'summer 2001']
Error: Object 'summer 2001' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1077596,"The following triples for the subject need attention:

Errors:
Triple: ['Great Otway National Park', 'heritage designation', 'biosphere reserve']
Error: Object 'biosphere reserve' not defined as an instance.

Triple: ['Great Otway National Park', 'inception', '1984']
Error: Object '1984' not defined as an instance.

Triple: ['Great Otway National Park', 'significant place', 'biodiversity conservation']
Error: Object 'biodiversity conservation' not defined as an instance.

Triple: ['Great Otway National Park', 'has part(s)', 'fish diversity']
Error: Object 'fish diversity' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
