subject,correction_prompt
Q107365,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['June 2016', 'instance of', 'date']
Note: Subject 'June 2016' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1073739,"The following triples for the subject need attention:

Errors:
Triple: ['2003', 'instance of', 'time period']
Error: Instance type 'time period' not associated with any property for subject '2003'

Triple: [""Marquise d'Espard"", 'occupation', 'post-graduate student']
Error: Object 'post-graduate student' not defined as an instance.

Triple: [""Marquise d'Espard"", 'field of work', 'cybernetics']
Error: Object 'cybernetics' not defined as an instance.

Triple: [""Marquise d'Espard"", 'date of graduation', '2003']
Error: Error: Property 'date of graduation' not found in properties.

Unused Declarations:
Triple: [""Bachelor's degree"", 'instance of', 'academic degree']
Note: Subject 'Bachelor's degree' is not used in other triples.

Triple: ['Cybernetics', 'instance of', 'field of study']
Note: Subject 'Cybernetics' is not used in other triples.

Triple: ['Post-graduate work', 'instance of', 'academic curriculum']
Note: Subject 'Post-graduate work' is not used in other triples.

Triple: ['Positronic brains', 'instance of', 'artificial object']
Note: Subject 'Positronic brains' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10738,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['May 3, 1997', 'instance of', 'time period']
Note: Subject 'May 3, 1997' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q107405,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Austria', 'instance of', 'country']
Note: Subject 'Austria' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q107450,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['1982', 'instance of', 'year']
Note: Subject '1982' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10758,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Blackburn Rovers', 'instance of', 'sports team']
Note: Subject 'Blackburn Rovers' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10761,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['FC Merani Tbilisi', 'instance of', 'sports team']
Note: Subject 'FC Merani Tbilisi' is not used in other triples.

Triple: ['Isthmian League', 'instance of', 'sports competition']
Note: Subject 'Isthmian League' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1076511,"The following triples for the subject need attention:

Errors:
Triple: ['John Abū Ishāq Ibrāhīm al-Zarqālī', 'occupation', 'painter']
Error: Object 'painter' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10767,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Dartford', 'instance of', 'sports team']
Note: Subject 'Dartford' is not used in other triples.

Triple: ['Charlton Athletic', 'instance of', 'sports team']
Note: Subject 'Charlton Athletic' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10767092,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['January 1, 2015', 'instance of', 'date']
Note: Subject 'January 1, 2015' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
