subject,correction_prompt
Q116067,"The following triples for the subject need attention:

Errors:
Triple: ['four-year contract', 'instance of', 'contract']
Error: Instance type 'contract' not valid for subject 'four-year contract' with property 'participant in'

Triple: ['bosman free transfer', 'instance of', 'transfer method']
Error: Instance type 'transfer method' not valid for object 'bosman free transfer' with property 'participant in'

Triple: ['Wu Youning', 'participant in', 'bosman free transfer']
Error: Object 'bosman free transfer' type 'transfer method' does not satisfy the property 'participant in' value constraints: ['fictional occurrence', 'activity', 'event', 'work', 'occurrence', 'experiment', 'organization']

Triple: ['four-year contract', 'participant in', 'bosman free transfer']
Error: Subject 'four-year contract' type 'contract' does not satisfy the property 'participant in' subject constraints: ['group of humans', 'group of fictional characters', 'nation at competition', 'individual animal', 'creative work', 'sports team', 'vessel', 'humanoid robot', 'person', 'fictional character', 'software', 'computer', 'human']

Unused Declarations:
Triple: ['3 July 2008', 'instance of', 'date']
Note: Subject '3 July 2008' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1160825,"The following triples for the subject need attention:

Errors:
Triple: ['Ligue 1', 'instance of', 'sports league']
Error: Instance type 'sports league' not valid for object 'Ligue 1' with property 'participant in'

Triple: ['Karl Wilhelm Scheibler', 'participant in', 'Ligue 1']
Error: Object 'Ligue 1' type 'sports league' does not satisfy the property 'participant in' value constraints: ['fictional occurrence', 'activity', 'event', 'work', 'occurrence', 'experiment', 'organization']

Triple: ['Ghaxaq F.C.', 'participant in', 'Ligue 1']
Error: Object 'Ligue 1' type 'sports league' does not satisfy the property 'participant in' value constraints: ['fictional occurrence', 'activity', 'event', 'work', 'occurrence', 'experiment', 'organization']

Unused Declarations:
Triple: ['1989', 'instance of', 'year']
Note: Subject '1989' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q11609,"The following triples for the subject need attention:

Errors:
Triple: ['Nancy Leveson', 'field of work', 'cryptography']
Error: Object 'cryptography' not defined as an instance.

Triple: ['Silvio Micali', 'field of work', 'cryptography']
Error: Object 'cryptography' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q116133,"The following triples for the subject need attention:

Errors:
Triple: ['Swedish Academy of Detection', 'instance of', 'organization']
Error: Instance type 'organization' not associated with any property for subject 'Swedish Academy of Detection'

Triple: ['Goethe Prize', 'awarded by', 'Swedish Academy of Detection']
Error: Error: Property 'awarded by' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q11614,"The following triples for the subject need attention:

Errors:
Triple: ['Cloud businesses', 'instance of', 'business']
Error: Instance type 'business' not valid for object 'Cloud businesses' with property 'occupation'

Triple: ['Bebop', 'instance of', 'startup']
Error: Instance type 'startup' not valid for object 'Bebop' with property 'occupation'

Triple: ['Julius Bab', 'employer', 'Midway Games']
Error: Object 'Midway Games' type 'Company' does not satisfy the property 'employer' value constraints: ['government organization', 'educational institution', 'television channel', 'radio program', 'radio channel', 'structure of worship', 'legendary figure', 'theatre company', 'airport', 'duo', 'campaign', 'group of humans', 'association', 'periodical', 'mine', 'podcast', 'military base', 'fictional organization', 'fictional company', 'fictional human', 'company', 'anthology', 'fictional location', 'cultural institution', 'manufacturer', 'facility', 'government agency', 'parish', 'organization', 'fictional character', 'administrative territorial entity', 'website', 'television program', 'palace', 'newspaper', 'human']

Triple: ['Julius Bab', 'position held', 'CEO']
Error: Object 'CEO' not defined as an instance.

Triple: ['Julius Bab', 'position held', 'senior vice president']
Error: Object 'senior vice president' not defined as an instance.

Triple: ['Julius Bab', 'occupation', 'Cloud businesses']
Error: Object 'Cloud businesses' type 'business' does not satisfy the property 'occupation' value constraints: ['fictional analog of an occupation', 'Catholic vocation', 'Christian religious occupation', 'fictional religious occupation', 'fictional profession', 'occupation', 'position', 'job activity', 'title of authority', 'profession']

Triple: ['Julius Bab', 'occupation', 'Bebop']
Error: Object 'Bebop' type 'Startup' does not satisfy the property 'occupation' value constraints: ['fictional analog of an occupation', 'Catholic vocation', 'Christian religious occupation', 'fictional religious occupation', 'fictional profession', 'occupation', 'position', 'job activity', 'title of authority', 'profession']

Triple: ['Midway Games', 'instance of', 'Company']
Error: Instance type 'Company' not valid for object 'Midway Games' with property 'employer'

Triple: ['Bebop', 'instance of', 'Startup']
Error: Instance type 'Startup' not valid for object 'Bebop' with property 'occupation'

Triple: ['Midway Games', 'acquisition', 'Bebop']
Error: Error: Property 'acquisition' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q11614663,"The following triples for the subject need attention:

Errors:
Triple: ['René Descartes', 'occupation', 'historian']
Error: Object 'historian' not defined as an instance.

Triple: ['René Descartes', 'occupation', 'Distinguished Professor of History']
Error: Object 'Distinguished Professor of History' not defined as an instance.

Triple: ['René Descartes', 'employer', 'John Jay College of Criminal Justice']
Error: Object 'John Jay College of Criminal Justice' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q116161,"The following triples for the subject need attention:

Errors:
Triple: ['Carina Wiese', 'place of birth', 'Oulu']
Error: Object 'Oulu' not defined as an instance.

Triple: ['Carina Wiese', 'occupation', 'right back']
Error: Object 'right back' not defined as an instance.

Triple: ['Carina Wiese', 'position played on team / speciality', 'right back']
Error: Object 'right back' not defined as an instance.

Triple: ['Carina Wiese', 'country for sport', 'Italy']
Error: Object 'Italy' not defined as an instance.

Triple: ['Carina Wiese', 'country for sport', 'Norway']
Error: Object 'Norway' not defined as an instance.

Triple: ['Carina Wiese', 'family name', 'Wiese']
Error: Object 'Wiese' not defined as an instance.

Unused Declarations:
Triple: ['Italian Serie A', 'instance of', 'sports governing body']
Note: Subject 'Italian Serie A' is not used in other triples.

Triple: ['Norwegian Tippeligaen', 'instance of', 'sports governing body']
Note: Subject 'Norwegian Tippeligaen' is not used in other triples.

Triple: ['Carina', 'instance of', 'given name']
Note: Subject 'Carina' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q11624900,"The following triples for the subject need attention:

Errors:
Triple: ['Alberto Tomba', 'field of work', 'metal-directed assembly principles leading to large highly porous complexes']
Error: Object 'metal-directed assembly principles leading to large highly porous complexes' not defined as an instance.

Triple: ['Omar Yaghi', 'field of work', 'metal-directed assembly principles leading to large highly porous complexes']
Error: Object 'metal-directed assembly principles leading to large highly porous complexes' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1162893,"The following triples for the subject need attention:

Errors:
Triple: ['research on partial differential equations', 'instance of', 'research project']
Error: Instance type 'research project' not valid for subject 'research on partial differential equations' with property 'participant in'

Triple: ['Princess Charlotte of Saxe-Meiningen', 'sex or gender', 'female']
Error: Object 'female' not defined as an instance.

Triple: ['Princess Charlotte of Saxe-Meiningen', 'occupation', 'researcher']
Error: Object 'researcher' not defined as an instance.

Triple: ['research on partial differential equations', 'participant in', 'Princess Charlotte of Saxe-Meiningen']
Error: Subject 'research on partial differential equations' type 'research project' does not satisfy the property 'participant in' subject constraints: ['group of humans', 'group of fictional characters', 'nation at competition', 'individual animal', 'creative work', 'sports team', 'vessel', 'humanoid robot', 'person', 'fictional character', 'software', 'computer', 'human']

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1163688,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Serie B', 'instance of', 'sports league']
Note: Subject 'Serie B' is not used in other triples.

Triple: ['Serie A', 'instance of', 'sports league']
Note: Subject 'Serie A' is not used in other triples.

Triple: ['Lega Pro Prima Divisione', 'instance of', 'sports league']
Note: Subject 'Lega Pro Prima Divisione' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q11637,"The following triples for the subject need attention:

Errors:
Triple: ['June 8 1952', 'instance of', 'calendar date']
Error: Instance type 'calendar date' not associated with any property for subject 'June 8 1952'

Triple: ['Hollister, California', 'instance of', 'city']
Error: Instance type 'city' not associated with any property for subject 'Hollister, California'

Triple: ['Matata Ponyo Mapon Augustin', 'date of marriage', 'June 8 1952']
Error: Error: Property 'date of marriage' not found in properties.

Triple: ['Matata Ponyo Mapon Augustin', 'place of marriage', 'Hollister, California']
Error: Error: Property 'place of marriage' not found in properties.

Triple: ['Janay DeLoach', 'occupation', 'tour manager']
Error: Object 'tour manager' not defined as an instance.

Triple: ['Janay DeLoach', 'occupation', 'producer']
Error: Object 'producer' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
