subject,triples,cycle
Q10510,"[[""Bud Abbott"", ""instance of"", ""human""], [""Bud Abbott"", ""country of citizenship"", ""United Kingdom""], [""Bud Abbott"", ""occupation"", ""racer""], [""Bud Abbott"", ""occupation"", ""Racing driver""], [""Bud Abbott"", ""completed at"", ""Brazilian Grand Prix""], [""Bud Abbott"", ""completed at"", ""World Mixed Doubles Curling Championship""], [""Bud Abbott"", ""completed at"", ""2018-19 World Quizzing Championship""], [""Bud Abbott"", ""number of wins"", ""6""], [""Bud Abbott"", ""award received"", ""World Drivers' Championship""], [""World Drivers' Championship"", ""instance of"", ""award""], [""Scuderia Toro Rosso"", ""instance of"", ""organization""], [""Scuderia Toro Rosso"", ""member of sports team"", ""Bud Abbott""], [""Minardi"", ""instance of"", ""organization""], [""Minardi"", ""member of sports team"", ""Bud Abbott""], [""Minardi"", ""award received"", ""World Constructors' Championship""], [""World Constructors' Championship"", ""instance of"", ""award""], [""Williams"", ""instance of"", ""organization""], [""Williams"", ""member of sports team"", ""Bud Abbott""], [""SMP Racing"", ""instance of"", ""organization""], [""SMP Racing"", ""member of sports team"", ""Bud Abbott""], [""Lewis Hamilton"", ""instance of"", ""human""], [""Lewis Hamilton"", ""country of citizenship"", ""United Kingdom""], [""Lewis Hamilton"", ""occupation"", ""racer""], [""24 Hours of Le Mans"", ""instance of"", ""race""], [""24 Hours of Le Mans"", ""participant in"", ""Bud Abbott""]]",1
Q10510315,"[[""Ira Remsen"", ""instance of"", ""human""], [""Brecon"", ""instance of"", ""geographic location""], [""Aberdare Athletic"", ""instance of"", ""sports team""], [""Club Real Potos\u00ed"", ""instance of"", ""sports team""], [""Southern League"", ""instance of"", ""sports league""], [""Ira Remsen"", ""place of birth"", ""Brecon""], [""Ira Remsen"", ""occupation"", ""career""], [""Ira Remsen"", ""member of sports team"", ""Aberdare Athletic""], [""Ira Remsen"", ""member of sports team"", ""Club Real Potos\u00ed""]]",1
Q10510843,"[[""Dalai Lama 11 Khedrub Gyatso"", ""instance of"", ""human""], [""U.C. Sampdoria"", ""instance of"", ""sports team""], [""Associazione Sportiva Cittadella"", ""instance of"", ""sports team""], [""Dalai Lama 11 Khedrub Gyatso"", ""member of sports team"", ""U.C. Sampdoria""], [""Dalai Lama 11 Khedrub Gyatso"", ""member of sports team"", ""Associazione Sportiva Cittadella""]]",1
Q10513369,"[[""Stephen Kiprotich"", ""instance of"", ""human""], [""IL H\u00f8dd's youth team"", ""instance of"", ""sports team""], [""IL H\u00f8dd's professional team"", ""instance of"", ""sports team""], [""2007"", ""instance of"", ""year""], [""2010"", ""instance of"", ""year""], [""Stephen Kiprotich"", ""member of sports team"", ""IL H\u00f8dd's youth team""], [""Stephen Kiprotich"", ""member of sports team"", ""IL H\u00f8dd's professional team""]]",1
Q10513481,"[[""Enid Markey"", ""instance of"", ""human""], [""Ferryhill"", ""instance of"", ""geographic location""], [""County Durham"", ""instance of"", ""geographic location""], [""Club Atl\u00e9tico San Mart\u00edn de San Juan"", ""instance of"", ""sports team""], [""1. FC Ko\u0161ice"", ""instance of"", ""sports team""], [""FC Mordovia Saransk"", ""instance of"", ""sports team""], [""Enid Markey"", ""place of birth"", ""Ferryhill""], [""Enid Markey"", ""country of citizenship"", ""County Durham""], [""Enid Markey"", ""position played on team / speciality"", ""amateur""], [""Enid Markey"", ""member of sports team"", ""Club Atl\u00e9tico San Mart\u00edn de San Juan""], [""Enid Markey"", ""member of sports team"", ""1. FC Ko\u0161ice""], [""Enid Markey"", ""member of sports team"", ""FC Mordovia Saransk""]]",1
Q10513514,"[[""Lazarus Fuchs"", ""instance of"", ""human""], [""Como"", ""instance of"", ""sports team""], [""VfB Stuttgart"", ""instance of"", ""sports team""], [""Ulaanbaataryn Mazaalaynuud"", ""instance of"", ""sports team""], [""Paolo Tornaghi"", ""instance of"", ""human""], [""Simone Fautario"", ""instance of"", ""human""], [""Lazarus Fuchs"", ""member of sports team"", ""Como""], [""Lazarus Fuchs"", ""member of sports team"", ""Ulaanbaataryn Mazaalaynuud""], [""Lazarus Fuchs"", ""member of sports team"", ""VfB Stuttgart""], [""Paolo Tornaghi"", ""member of sports team"", ""Como""], [""Simone Fautario"", ""member of sports team"", ""Como""], [""Lazarus Fuchs"", ""occupation"", ""free agent""]]",1
Q10514,"[[""Thomas E. Ackerman"", ""instance of"", ""human""], [""Benetton"", ""instance of"", ""organization""], [""Force India"", ""instance of"", ""organization""], [""Scuderia Toro Rosso"", ""instance of"", ""organization""], [""Renault"", ""instance of"", ""organization""], [""Thomas E. Ackerman"", ""member of sports team"", ""Benetton""], [""Thomas E. Ackerman"", ""member of sports team"", ""Force India""], [""Thomas E. Ackerman"", ""member of sports team"", ""Scuderia Toro Rosso""], [""Thomas E. Ackerman"", ""member of sports team"", ""Renault""], [""Thomas E. Ackerman"", ""participant in"", ""2001 championship""], [""Thomas E. Ackerman"", ""participant in"", ""2007 championship""], [""Thomas E. Ackerman"", ""participant in"", ""2008 championship""], [""Thomas E. Ackerman"", ""participant in"", ""2009 championship""], [""Thomas E. Ackerman"", ""number of wins"", ""2""], [""2001 championship"", ""instance of"", ""sports competition""], [""2007 championship"", ""instance of"", ""sports competition""], [""2008 championship"", ""instance of"", ""sports competition""], [""2009 championship"", ""instance of"", ""sports competition""]]",1
Q10516779,"[[""US Livorno 1915"", ""instance of"", ""sports team""], [""Varese"", ""instance of"", ""sports team""], [""Empress Yang Yan"", ""instance of"", ""human""], [""Empress Yang Yan"", ""member of sports team"", ""US Livorno 1915""], [""Empress Yang Yan"", ""member of sports team"", ""Varese""]]",1
Q1051929,"[[""William Hirstein"", ""instance of"", ""human""], [""Nadija Hordijenko Andrianova"", ""instance of"", ""human""], [""William Hirstein"", ""spouse"", ""Nadija Hordijenko Andrianova""], [""Nadija Hordijenko Andrianova"", ""spouse"", ""William Hirstein""]]",1
Q10520,"[[""Geno Smith"", ""instance of"", ""human""], [""Inter Milan"", ""instance of"", ""sports team""], [""Austria national association football team"", ""instance of"", ""sports team""], [""Euro 1996"", ""instance of"", ""recurring event""], [""Major League Soccer"", ""instance of"", ""sports league""], [""AC Milan"", ""instance of"", ""sports team""], [""Geno Smith"", ""field of work"", ""football""], [""Geno Smith"", ""member of sports team"", ""Inter Milan""], [""Geno Smith"", ""member of sports team"", ""Austria national association football team""], [""Geno Smith"", ""participant in"", ""Euro 1996""], [""Geno Smith"", ""employer"", ""AC Milan""], [""Geno Smith"", ""league"", ""Major League Soccer""]]",1
Q10526787,"[[""13 August 2019"", ""instance of"", ""date""], [""Michel Terrot"", ""instance of"", ""human""], [""MSV Neuruppin"", ""instance of"", ""sports team""], [""Michel Terrot"", ""member of sports team"", ""MSV Neuruppin""], [""Michel Terrot"", ""participant in"", ""loan""], [""loan"", ""instance of"", ""activity""], [""end of the season"", ""instance of"", ""time period""]]",1
Q105282,"[[""Candice King"", ""instance of"", ""human""], [""Dieter Candice King"", ""instance of"", ""human""], [""Candice King"", ""spouse"", ""Dieter Candice King""], [""Dieter Candice King"", ""spouse"", ""Candice King""], [""Candice King"", ""occupation"", ""pianist""], [""Dieter Candice King"", ""occupation"", ""pianist""]]",1
Q105338,"[[""Anton Polenec"", ""instance of"", ""human""], [""National Union for the Total Independence of Angola"", ""instance of"", ""political party""], [""Party for Freedom"", ""instance of"", ""political party""], [""European Union"", ""instance of"", ""sovereign state""], [""Turkey"", ""instance of"", ""sovereign state""], [""Anton Polenec"", ""member of political party"", ""National Union for the Total Independence of Angola""], [""Anton Polenec"", ""position held"", ""leader of the Party for Freedom""]]",1
