subject,correction_prompt
Q10510,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Lewis Hamilton', 'instance of', 'human']
Note: Subject 'Lewis Hamilton' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10513369,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['2007', 'instance of', 'year']
Note: Subject '2007' is not used in other triples.

Triple: ['2010', 'instance of', 'year']
Note: Subject '2010' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10513481,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['County Durham', 'instance of', 'geographic location']
Note: Subject 'County Durham' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10514,"The following triples for the subject need attention:

Errors:
Triple: ['Thomas E. Ackerman', 'number of wins', '2']
Error: Object '2' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10526787,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['13 August 2019', 'instance of', 'date']
Note: Subject '13 August 2019' is not used in other triples.

Triple: ['end of the season', 'instance of', 'time period']
Note: Subject 'end of the season' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q105343,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['American Finance Association ', 'instance of', 'group of humans']
Note: Subject 'American Finance Association ' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1054010,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Social Democratic Party of Kyrgyzstan', 'instance of', 'political party']
Note: Subject 'Social Democratic Party of Kyrgyzstan' is not used in other triples.

Triple: ['Kyrgyzstan', 'instance of', 'sovereign state']
Note: Subject 'Kyrgyzstan' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10543,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Graham Taylor', 'instance of', 'human']
Note: Subject 'Graham Taylor' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10551263,"The following triples for the subject need attention:

Errors:
Triple: ['Engelbert Dollfuss', 'member of sports team', 'Marx Memorial Library football team']
Error: Object 'Marx Memorial Library football team' not defined as an instance.

Triple: ['Engelbert Dollfuss', 'position played on team / speciality', 'forward']
Error: Object 'forward' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10553869,"The following triples for the subject need attention:

Errors:
Triple: ['Johann Friedrich von Brandt', 'occupation', 'professional footballer']
Error: Object 'professional footballer' not defined as an instance.

Triple: ['Johann Friedrich von Brandt', 'work period (start)', '22 February 2013']
Error: Object '22 February 2013' not defined as an instance.

Unused Declarations:
Triple: ['Sydney FC', 'instance of', 'sports team']
Note: Subject 'Sydney FC' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1055449,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['North-West region', 'instance of', 'geographic location']
Note: Subject 'North-West region' is not used in other triples.

Triple: ['2004', 'instance of', 'year']
Note: Subject '2004' is not used in other triples.

Triple: ['2018', 'instance of', 'year']
Note: Subject '2018' is not used in other triples.

Triple: ['Non-Inscrits', 'instance of', 'political group']
Note: Subject 'Non-Inscrits' is not used in other triples.

Triple: ['North-West Italy', 'instance of', 'geographic location']
Note: Subject 'North-West Italy' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1055545,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['1942', 'instance of', 'year']
Note: Subject '1942' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10556350,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['30 June 2017', 'instance of', 'date']
Note: Subject '30 June 2017' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10557160,"The following triples for the subject need attention:

Errors:
Triple: ['Lothar von Richthofen', 'occupation', 'manager']
Error: Object 'manager' not defined as an instance.

Unused Declarations:
Triple: ['Inter Milan', 'instance of', 'sports team']
Note: Subject 'Inter Milan' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1055767,"The following triples for the subject need attention:

Errors:
Triple: ['Ismar Elbogen', 'date of birth', '1921']
Error: Object '1921' not defined as an instance.

Unused Declarations:
Triple: ['1939', 'instance of', 'year']
Note: Subject '1939' is not used in other triples.

Triple: ['18', 'instance of', 'age']
Note: Subject '18' is not used in other triples.

Triple: ['Serie A', 'instance of', 'sports league']
Note: Subject 'Serie A' is not used in other triples.

Triple: ['4 February 1940', 'instance of', 'date']
Note: Subject '4 February 1940' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1055773,"The following triples for the subject need attention:

Errors:
Triple: ['Damon Hill', 'occupation', 'defender']
Error: Object 'defender' not defined as an instance.

Triple: ['Damon Hill', 'work period (start)', '1944']
Error: Object '1944' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10564966,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['The Romance of the Condor Heroes', 'instance of', 'television show']
Note: Subject 'The Romance of the Condor Heroes' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q105667,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['December 2009', 'instance of', 'time period']
Note: Subject 'December 2009' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q10569,"The following triples for the subject need attention:

Errors:
Triple: ['Gregor Gysi', 'occupation', 'football player']
Error: Object 'football player' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
