subject,correction_prompt
Q1001,"The following triples for the subject need attention:

Errors:
Triple: ['Oswald von Wolkenstein', 'field of work', 'law']
Error: Object 'law' not defined as an instance.

Triple: ['Oswald von Wolkenstein', 'country of citizenship', 'Algeria']
Error: Object 'Algeria' not defined as an instance.

Unused Declarations:
Triple: [""Abdullah's cousin"", 'instance of', 'human']
Note: Subject 'Abdullah's cousin' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1002250,"The following triples for the subject need attention:

Errors:
Triple: ['Ian Brady Kosterlitz', 'award received', 'Nobel Prize in Physiology or Medicine']
Error: Object 'Nobel Prize in Physiology or Medicine' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1007206,"The following triples for the subject need attention:

Errors:
Triple: ['Diedrich Hermann Westermann', 'occupation', 'actor']
Error: Object 'actor' not defined as an instance.

Triple: ['Diedrich Hermann Westermann', 'sex or gender', 'male']
Error: Object 'male' not defined as an instance.

Triple: ['Dominique Nachury', 'occupation', 'actress']
Error: Object 'actress' not defined as an instance.

Triple: ['Dominique Nachury', 'sex or gender', 'female']
Error: Object 'female' not defined as an instance.

Unused Declarations:
Triple: ['Olvidarte Jamas', 'instance of', 'Venezuelan television drama']
Note: Subject 'Olvidarte Jamas' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1008502,"The following triples for the subject need attention:

Errors:
Triple: ['Spain', 'instance of', 'sovereign state']
Error: Instance type 'sovereign state' not valid for object 'Spain' with property 'place of death'

Triple: ['Ba Jin', 'date of death', '6 April 2020']
Error: Object '6 April 2020' not defined as an instance.

Triple: ['Ba Jin', 'place of death', 'Spain']
Error: Object 'Spain' type 'sovereign state' does not satisfy the property 'place of death' value constraints: ['residential facility', 'at sea', 'geographic entity', 'facility', 'mythical location', 'medical facility', 'fictional location', 'geographic location', 'nursing home', 'geographical feature', 'seminary', 'battle', 'building', 'hospital', 'astronomical object', 'orbit']

Triple: ['Ba Jin', 'cause of death', 'snakebite']
Error: Object 'snakebite' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1010602,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Maria Monti', 'instance of', 'human']
Note: Subject 'Maria Monti' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q101136,"The following triples for the subject need attention:

Errors:
Triple: ['Daisuke Matsuzaka', 'occupation', 'German actress']
Error: Object 'German actress' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1017066,"The following triples for the subject need attention:

Errors:
Triple: ['Brigitte Fontaine', 'occupation', 'comedy duo']
Error: Object 'comedy duo' not defined as an instance.

Unused Declarations:
Triple: ['Cocorico', 'instance of', 'comedy duo']
Note: Subject 'Cocorico' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q102124,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Working Girl', 'instance of', 'film']
Note: Subject 'Working Girl' is not used in other triples.

Triple: ['Gorillas in the Mist', 'instance of', 'film']
Note: Subject 'Gorillas in the Mist' is not used in other triples.

Triple: ['Academy Award nominations', 'instance of', 'award']
Note: Subject 'Academy Award nominations' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q102331,"The following triples for the subject need attention:

Errors:
Triple: ['Theodora', 'country of citizenship', 'Brazil']
Error: Object 'Brazil' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q102452,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Somerset Maugham Award', 'instance of', 'award']
Note: Subject 'Somerset Maugham Award' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1025377,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['1997', 'instance of', 'year']
Note: Subject '1997' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1026721,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Pescara', 'instance of', 'sports team']
Note: Subject 'Pescara' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q10268484,"The following triples for the subject need attention:

Errors:
Triple: ['C.D. Fátima', 'league', 'La Liga']
Error: Subject 'C.D. Fátima' type 'sports team' does not satisfy the property 'league' subject constraints: ['sports award', 'sports transaction', 'sporting event', 'sports organization', 'competition', 'human']

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q102711,"The following triples for the subject need attention:

Errors:
Triple: ['The Mamas and the Papas', 'instance of', 'musical group']
Error: Instance type 'musical group' not valid for object 'The Mamas and the Papas' with property 'member of'

Triple: ['Anne-Sophie Mutter', 'member of', 'The Mamas and the Papas']
Error: Relation 'member of' not present in subject properties for 'Anne-Sophie Mutter'

Unused Declarations:
Triple: ['Fonda', 'instance of', 'human']
Note: Subject 'Fonda' is not used in other triples.

Triple: ['Easy Rider', 'instance of', 'film']
Note: Subject 'Easy Rider' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1027683,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['World Football League', 'instance of', 'sports league']
Note: Subject 'World Football League' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q102813,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['June 1965', 'instance of', 'time']
Note: Subject 'June 1965' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q102844,"The following triples for the subject need attention:

Errors:
Triple: ['Aleksandr Kanaki', 'occupation', 'public office']
Error: Object 'public office' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1028592,"The following triples for the subject need attention:

Errors:
Triple: ['Klaus Sammer', 'occupation', 'player-manager']
Error: Object 'player-manager' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q10288028,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Newport', 'instance of', 'geographic location']
Note: Subject 'Newport' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1029719,"The following triples for the subject need attention:

Errors:
Triple: ['Frederick Michael, Count Palatine of Zweibrücken', 'occupation', 'singing']
Error: Object 'singing' not defined as an instance.

Triple: ['Gloria Dickson', 'occupation', 'quintet leader']
Error: Object 'quintet leader' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1029740,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['1923 general election', 'instance of', 'Ticket (election)']
Note: Subject '1923 general election' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q103098,"The following triples for the subject need attention:

Errors:
Triple: ['Nigar Jamal', 'occupation', 'urban planner']
Error: Object 'urban planner' not defined as an instance.

Triple: ['Peter Frankenberg', 'occupation', 'urban planner']
Error: Object 'urban planner' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q10309892,"The following triples for the subject need attention:

Errors:
Triple: ['Friedrich Sämisch', 'work location', 'Netherlands']
Error: Object 'Netherlands' type 'sovereign state' does not satisfy the property 'work location' value constraints: ['physical location', 'fictional location', 'geographic location', 'warship', 'watercraft', 'nau', 'country', 'city']

Triple: ['Netherlands', 'instance of', 'sovereign state']
Error: Instance type 'sovereign state' not valid for object 'Netherlands' with property 'work location'

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
