subject,correction_prompt
Q1001,"The following triples for the subject need attention:

Errors:
Triple: ['Oswald von Wolkenstein', 'field of work', 'law']
Error: Object 'law' not defined as an instance.

Triple: ['Oswald von Wolkenstein', 'country of citizenship', 'Algeria']
Error: Object 'Algeria' not defined as an instance.

Unused Declarations:
Triple: [""Abdullah's cousin"", 'instance of', 'human']
Note: Subject 'Abdullah's cousin' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1002250,"The following triples for the subject need attention:

Errors:
Triple: ['Ian Brady Kosterlitz', 'award received', '2016 Nobel Prize in Physiology or Medicine']
Error: Object '2016 Nobel Prize in Physiology or Medicine' not defined as an instance.

Triple: ['Ian Brady Kosterlitz', 'field of work', 'theoretical discoveries of topological phase transitions and topological phases of matter']
Error: Object 'theoretical discoveries of topological phase transitions and topological phases of matter' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1007206,"The following triples for the subject need attention:

Errors:
Triple: ['Diedrich Hermann Westermann', 'occupation', 'actor']
Error: Object 'actor' not defined as an instance.

Triple: ['Diedrich Hermann Westermann', 'sex or gender', 'male']
Error: Object 'male' not defined as an instance.

Triple: ['Dominique Nachury', 'occupation', 'actress']
Error: Object 'actress' not defined as an instance.

Triple: ['Dominique Nachury', 'sex or gender', 'female']
Error: Object 'female' not defined as an instance.

Unused Declarations:
Triple: ['Olvidarte Jamas', 'instance of', 'Venezuelan television drama']
Note: Subject 'Olvidarte Jamas' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1008502,"The following triples for the subject need attention:

Errors:
Triple: ['Spain', 'instance of', 'sovereign state']
Error: Instance type 'sovereign state' not valid for object 'Spain' with property 'place of death'

Triple: ['Ba Jin', 'date of death', '6 April 2020']
Error: Object '6 April 2020' not defined as an instance.

Triple: ['Ba Jin', 'place of death', 'Spain']
Error: Object 'Spain' type 'sovereign state' does not satisfy the property 'place of death' value constraints: ['residential facility', 'at sea', 'geographic entity', 'facility', 'mythical location', 'medical facility', 'fictional location', 'geographic location', 'nursing home', 'geographical feature', 'seminary', 'battle', 'building', 'hospital', 'astronomical object', 'orbit']

Triple: ['Ba Jin', 'cause of death', 'snakebite']
Error: Object 'snakebite' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q100948,"The following triples for the subject need attention:

Errors:
Triple: ['Erwin Bauer', 'occupation', 'zoologist']
Error: Object 'zoologist' not defined as an instance.

Triple: ['Erwin Bauer', 'occupation', 'geneticist']
Error: Object 'geneticist' not defined as an instance.

Triple: ['Erwin Bauer', 'member of', 'American Academy of Arts and Letters']
Error: Object 'American Academy of Arts and Letters' type 'academic society' does not satisfy the property 'member of' value constraints: ['fictional criminal organization', 'commission', 'fraternal hall', 'group', 'group of humans', 'fictional organization', 'group of fictional characters', 'collective', 'church congregation', 'social movement', 'network', 'Christian ministry', 'voluntary association', ""employers' organization"", 'subculture', 'organization', 'advocacy group', 'synagogue']

Triple: ['Erwin Bauer', 'manner of death', 'natural causes']
Error: Object 'natural causes' not defined as an instance.

Triple: ['Erwin Bauer', 'cause of death', 'heart attack']
Error: Object 'heart attack' not defined as an instance.

Triple: ['American Academy of Arts and Letters', 'instance of', 'academic society']
Error: Instance type 'academic society' not valid for object 'American Academy of Arts and Letters' with property 'member of'

Triple: ['American Geographical Society', 'instance of', 'academic society']
Error: Instance type 'academic society' not associated with any property for subject 'American Geographical Society'

Triple: ['American Geographical Society', 'award granted', 'Cullum Geographical Medal']
Error: Error: Property 'award granted' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1010602,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Maria Monti', 'instance of', 'human']
Note: Subject 'Maria Monti' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q101136,"The following triples for the subject need attention:

Errors:
Triple: ['Daisuke Matsuzaka', 'occupation', 'actress']
Error: Object 'actress' not defined as an instance.

Triple: ['Daisuke Matsuzaka', 'country of citizenship', 'Germany']
Error: Object 'Germany' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q101137,"The following triples for the subject need attention:

Errors:
Triple: ['Jovan Hadži', 'position held', 'deputy director']
Error: Object 'deputy director' not defined as an instance.

Triple: ['Jovan Hadži', 'position held', 'minister']
Error: Object 'minister' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q101286,"The following triples for the subject need attention:

Errors:
Triple: ['Cardinal Francesco Maidalchini', 'position held', 'Protodeacon']
Error: Object 'Protodeacon' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q101547,"The following triples for the subject need attention:

Errors:
Triple: ['Maxine D. Brown', 'educated at', 'Oxford Brookes University']
Error: Object 'Oxford Brookes University' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1017066,"The following triples for the subject need attention:

Errors:
Triple: ['Brigitte Fontaine', 'occupation', 'comedy duo']
Error: Object 'comedy duo' not defined as an instance.

Unused Declarations:
Triple: ['Cocorico', 'instance of', 'comedy duo']
Note: Subject 'Cocorico' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q102124,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Working Girl', 'instance of', 'film']
Note: Subject 'Working Girl' is not used in other triples.

Triple: ['Gorillas in the Mist', 'instance of', 'film']
Note: Subject 'Gorillas in the Mist' is not used in other triples.

Triple: ['Academy Award nominations', 'instance of', 'award']
Note: Subject 'Academy Award nominations' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q102331,"The following triples for the subject need attention:

Errors:
Triple: ['Italy', 'instance of', 'sovereign state']
Error: Instance type 'sovereign state' not valid for object 'Italy' with property 'country for sport'

Triple: ['Theodora', 'occupation', 'professional footballer']
Error: Object 'professional footballer' not defined as an instance.

Triple: ['Botafogo-SP', 'country for sport', 'Brazil']
Error: Subject 'Botafogo-SP' type 'sports team' does not satisfy the property 'country for sport' subject constraints: ['nation at sport competition', 'international sport governing body', 'sports governing body', 'group of humans', 'fictional character', 'human']

Triple: ['F.C. Pro Vercelli 1892', 'country for sport', 'Italy']
Error: Subject 'F.C. Pro Vercelli 1892' type 'sports team' does not satisfy the property 'country for sport' subject constraints: ['nation at sport competition', 'international sport governing body', 'sports governing body', 'group of humans', 'fictional character', 'human']

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q102395,"The following triples for the subject need attention:

Errors:
Triple: ['Sándor Szathmári', 'occupation', 'researcher']
Error: Object 'researcher' not defined as an instance.

Triple: ['Sándor Szathmári', 'award received', '1997 Nobel Prize in Physiology or Medicine']
Error: Object '1997 Nobel Prize in Physiology or Medicine' not defined as an instance.

Triple: ['Sándor Szathmári', 'field of work', 'biochemistry']
Error: Object 'biochemistry' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
