subject,correction_prompt
Q1000314,"The following triples for the subject need attention:

Errors:
Triple: ['Franc Gubenšek', 'member of political party', 'Fine Gael']
Error: Object 'Fine Gael' not defined as an instance.

Triple: ['Franc Gubenšek', 'position held', 'wissenschaftlicher Assistent']
Error: Object 'wissenschaftlicher Assistent' not defined as an instance.

Triple: ['Franc Gubenšek', 'occupation', 'wissenschaftlicher Assistent']
Error: Object 'wissenschaftlicher Assistent' not defined as an instance.

Triple: ['Franc Gubenšek', 'position held', 'D√°il √âireann member for Limerick East']
Error: Object 'D√°il √âireann member for Limerick East' not defined as an instance.

Unused Declarations:
Triple: ['1961 general election', 'instance of', 'general election']
Note: Subject '1961 general election' is not used in other triples.

Triple: ['Limerick East', 'instance of', 'geographic entity']
Note: Subject 'Limerick East' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1000498,"The following triples for the subject need attention:

Errors:
Triple: ['Eduardo Herrera Bueno', 'given name', 'Eduardo']
Error: Object 'Eduardo' not defined as an instance.

Triple: ['Herrera Bueno', 'family name', 'Eduardo']
Error: Subject 'Herrera Bueno' not defined as an instance. and Object 'Eduardo' not defined as an instance.

Unused Declarations:
Triple: ['1996', 'instance of', 'year']
Note: Subject '1996' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1000803,"The following triples for the subject need attention:

Errors:
Triple: [""Master's degree in Civil and Structural Engineering"", 'instance of', 'academic degree']
Error: Instance type 'academic degree' not valid for subject 'Master's degree in Civil and Structural Engineering' with property 'participant in'

Triple: ['MBA', 'instance of', 'academic degree']
Error: Instance type 'academic degree' not valid for subject 'MBA' with property 'participant in'

Triple: [""Master's degree in Civil and Structural Engineering"", 'participant in', 'Bulgarus']
Error: Subject 'Master's degree in Civil and Structural Engineering' type 'academic degree' does not satisfy the property 'participant in' subject constraints: ['group of humans', 'group of fictional characters', 'nation at competition', 'individual animal', 'creative work', 'sports team', 'vessel', 'humanoid robot', 'person', 'fictional character', 'software', 'computer', 'human']

Triple: ['MBA', 'participant in', 'Bulgarus']
Error: Subject 'MBA' type 'academic degree' does not satisfy the property 'participant in' subject constraints: ['group of humans', 'group of fictional characters', 'nation at competition', 'individual animal', 'creative work', 'sports team', 'vessel', 'humanoid robot', 'person', 'fictional character', 'software', 'computer', 'human']

Unused Declarations:
Triple: ['1959', 'instance of', 'year']
Note: Subject '1959' is not used in other triples.

Triple: ['1965', 'instance of', 'year']
Note: Subject '1965' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1001,"The following triples for the subject need attention:

Errors:
Triple: ['Oswald von Wolkenstein', 'occupation', 'lawyer']
Error: Object 'lawyer' not defined as an instance.

Triple: ['Oswald von Wolkenstein', 'field of work', 'law']
Error: Object 'law' not defined as an instance.

Triple: ['Oswald von Wolkenstein', 'age', 23]
Error: Error: Property 'age' not found in properties.

Triple: ['Oswald von Wolkenstein', 'moved to', 'Algeria in 1893']
Error: Error: Property 'moved to' not found in properties.

Unused Declarations:
Triple: [""Abdullah's cousin"", 'instance of', 'human']
Note: Subject 'Abdullah's cousin' is not used in other triples.

Triple: ['Algeria', 'instance of', 'country']
Note: Subject 'Algeria' is not used in other triples.

Triple: ['April 1893', 'instance of', 'time']
Note: Subject 'April 1893' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1002250,"The following triples for the subject need attention:

Errors:
Triple: ['Ian Brady Kosterlitz', 'award received', '2016 Nobel Prize in Physiology or Medicine']
Error: Object '2016 Nobel Prize in Physiology or Medicine' not defined as an instance.

Triple: ['Ian Brady Kosterlitz', 'field of work', 'theoretical discoveries of topological phase transitions and topological phases of matter']
Error: Object 'theoretical discoveries of topological phase transitions and topological phases of matter' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1003315,"The following triples for the subject need attention:

Errors:
Triple: ['Werner Krauss', 'work period (start)', '25 August 2014']
Error: Object '25 August 2014' not defined as an instance.

Triple: ['Werner Krauss', 'work period (start)', '28 August 2009']
Error: Object '28 August 2009' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1007206,"The following triples for the subject need attention:

Errors:
Triple: ['Diedrich Hermann Westermann', 'occupation', 'actor']
Error: Object 'actor' not defined as an instance.

Triple: ['Diedrich Hermann Westermann', 'sex or gender', 'male']
Error: Object 'male' not defined as an instance.

Triple: ['Diedrich Hermann Westermann', 'country of citizenship', 'Germany']
Error: Object 'Germany' not defined as an instance.

Triple: ['Dominique Nachury', 'occupation', 'actress']
Error: Object 'actress' not defined as an instance.

Triple: ['Dominique Nachury', 'sex or gender', 'female']
Error: Object 'female' not defined as an instance.

Triple: ['Dominique Nachury', 'country of citizenship', 'United States']
Error: Object 'United States' not defined as an instance.

Unused Declarations:
Triple: ['Olvidarte Jamas', 'instance of', 'telenovela']
Note: Subject 'Olvidarte Jamas' is not used in other triples.

Triple: ['the telenovela Olvidarte Jamas', 'instance of', 'Venezuelan television drama']
Note: Subject 'the telenovela Olvidarte Jamas' is not used in other triples.

Triple: ['Venezuelan television drama', 'instance of', 'media genre']
Note: Subject 'Venezuelan television drama' is not used in other triples.

Triple: ['February 29, 2008', 'instance of', 'date']
Note: Subject 'February 29, 2008' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1007244,"The following triples for the subject need attention:

Errors:
Triple: ['Adam Smith', 'occupation', 'actor']
Error: Object 'actor' not defined as an instance.

Triple: ['Adam Smith', 'country of citizenship', 'Venezuela']
Error: Object 'Venezuela' not defined as an instance.

Triple: ['Chris Gibson', 'marriage date', 'June 14, 2007']
Error: Error: Property 'marriage date' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1008502,"The following triples for the subject need attention:

Errors:
Triple: ['Catalan government', 'instance of', 'organization']
Error: Instance type 'organization' not associated with any property for subject 'Catalan government'

Triple: ['Coronavirus pandemic', 'instance of', 'event']
Error: Instance type 'event' not associated with any property for subject 'Coronavirus pandemic'

Triple: ['Spain', 'instance of', 'country']
Error: Instance type 'country' not valid for object 'Spain' with property 'place of death'

Triple: ['Ba Jin', 'place of death', 'Spain']
Error: Object 'Spain' type 'country' does not satisfy the property 'place of death' value constraints: ['residential facility', 'at sea', 'geographic entity', 'facility', 'mythical location', 'medical facility', 'fictional location', 'geographic location', 'nursing home', 'geographical feature', 'seminary', 'battle', 'building', 'hospital', 'astronomical object', 'orbit']

Triple: ['Ba Jin', 'manner of death', 'snakebite']
Error: Object 'snakebite' not defined as an instance.

Triple: ['Coburg Badge', 'award received by', 'Ba Jin']
Error: Error: Property 'award received by' not found in properties.

Triple: ['Ba Jin', 'age at death', '79']
Error: Error: Property 'age at death' not found in properties.

Triple: ['Coronavirus pandemic', 'place', 'Spain']
Error: Error: Property 'place' not found in properties.

Triple: ['Coronavirus pandemic', 'time', '6 April 2020']
Error: Error: Property 'time' not found in properties.

Triple: ['Catalan government', 'award given', 'Coburg Badge']
Error: Error: Property 'award given' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q100948,"The following triples for the subject need attention:

Errors:
Triple: ['Erwin Bauer', 'sex or gender', 'female']
Error: Object 'female' not defined as an instance.

Triple: ['Erwin Bauer', 'field of work', 'zoology']
Error: Object 'zoology' not defined as an instance.

Triple: ['Erwin Bauer', 'field of work', 'genetics']
Error: Object 'genetics' not defined as an instance.

Triple: ['Erwin Bauer', 'educated at', 'Marine Biological Laboratory']
Error: Object 'Marine Biological Laboratory' not defined as an instance.

Triple: ['Erwin Bauer', 'educated at', 'Nation University']
Error: Object 'Nation University' not defined as an instance.

Triple: ['Erwin Bauer', 'place of death', 'Casas Adobes']
Error: Object 'Casas Adobes' not defined as an instance.

Triple: ['Erwin Bauer', 'manner of death', 'heart attack']
Error: Object 'heart attack' not defined as an instance.

Triple: ['Cullum Geographical Medal', 'described by source', 'American Geographical Society']
Error: Object 'American Geographical Society' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
