subject,correction_prompt
Q111053,"The following triples for the subject need attention:

Errors:
Triple: ['Dragan Espenschied', 'employer', 'Rhizome']
Error: Subject 'Dragan Espenschied' type 'person' does not satisfy the property 'employer' subject constraints: ['group of humans', 'fictional human', 'fictional location', 'fictional character', 'human']

Triple: ['Digital Art Conservation Program', 'field of work', 'Digital Art']
Error: Object 'Digital Art' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1112195,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['14 September 2014', 'instance of', 'date']
Note: Subject '14 September 2014' is not used in other triples.

Triple: ['January 2013', 'instance of', 'date']
Note: Subject 'January 2013' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q111240,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['1952', 'instance of', 'year']
Note: Subject '1952' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1112554,"The following triples for the subject need attention:

Errors:
Triple: ['Coleen Gray', 'child', 'Susan']
Error: Relation 'child' not present in subject properties for 'Coleen Gray'

Triple: ['Rod Amateau', 'child', 'Susan']
Error: Relation 'child' not present in subject properties for 'Rod Amateau'

Triple: ['Coleen Gray', 'date of marriage', 'August 10, 1945']
Error: Error: Property 'date of marriage' not found in properties.

Triple: ['Coleen Gray', 'date of divorce', 'February 11, 1949']
Error: Error: Property 'date of divorce' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1113332,"The following triples for the subject need attention:

Errors:
Triple: ['Associate Professor of Journalism', 'instance of', 'occupation']
Error: Instance type 'occupation' not valid for object 'Associate Professor of Journalism' with property 'position held'

Triple: ['Andrew Lih', 'position held', 'Associate Professor of Journalism']
Error: Object 'Associate Professor of Journalism' type 'occupation' does not satisfy the property 'position held' value constraints: ['historical position', ""men's association football club"", ""men's association football team"", 'professorship', 'fictional office, position, or title', 'episcopal title', 'military position', 'East Asian government official', 'Council of state', 'artist-in-residence', 'title of authority', 'position', 'noble title', 'public office', 'administrative territorial entity', 'profession']

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1113874,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['January 2008', 'instance of', 'time point']
Note: Subject 'January 2008' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q11153,"The following triples for the subject need attention:

Errors:
Triple: ['John Roberts', 'educated at', 'Q13371']
Error: Object 'Q13371' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q111536,"The following triples for the subject need attention:

Errors:
Triple: ['William Julius Wilson', 'occupation', 'sociology']
Error: Object 'sociology' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q11179906,"The following triples for the subject need attention:

Errors:
Triple: ['Katepalli R. Sreenivasan', 'occupation', 'professor']
Error: Object 'professor' not defined as an instance.

Triple: ['Katepalli R. Sreenivasan', 'employer', 'University of Maryland, College Park']
Error: Subject 'Katepalli R. Sreenivasan' type 'person' does not satisfy the property 'employer' subject constraints: ['group of humans', 'fictional human', 'fictional location', 'fictional character', 'human']

Triple: ['Katepalli R. Sreenivasan', 'employer', 'Yale University']
Error: Subject 'Katepalli R. Sreenivasan' type 'person' does not satisfy the property 'employer' subject constraints: ['group of humans', 'fictional human', 'fictional location', 'fictional character', 'human']

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q11181597,"The following triples for the subject need attention:

Errors:
Triple: ['José Fernando Ferreira Mendes', 'occupation', 'Q294414']
Error: Object 'Q294414' not defined as an instance.

Triple: ['José Fernando Ferreira Mendes', 'occupation', 'Q121594']
Error: Object 'Q121594' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
