subject,correction_prompt
Q111053,"The following triples for the subject need attention:

Errors:
Triple: ['Digital Art Conservation Program', 'instance of', 'project']
Error: Instance type 'project' not valid for object 'Digital Art Conservation Program' with property 'occupation'

Triple: ['Dragan Espenschied', 'occupation', 'Digital Art Conservation Program']
Error: Object 'Digital Art Conservation Program' type 'project' does not satisfy the property 'occupation' value constraints: ['fictional analog of an occupation', 'Catholic vocation', 'Christian religious occupation', 'fictional religious occupation', 'fictional profession', 'occupation', 'position', 'job activity', 'title of authority', 'profession']

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1112195,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['14 September 2014', 'instance of', 'date']
Note: Subject '14 September 2014' is not used in other triples.

Triple: ['January 2013', 'instance of', 'date']
Note: Subject 'January 2013' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q111240,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['1952', 'instance of', 'year']
Note: Subject '1952' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1112554,"The following triples for the subject need attention:

Errors:
Triple: ['Rod Amateau', 'occupation', 'screenwriter']
Error: Object 'screenwriter' not defined as an instance.

Triple: ['Coleen Gray', 'occupation', 'actress']
Error: Object 'actress' not defined as an instance.

Unused Declarations:
Triple: ['Susan', 'instance of', 'human']
Note: Subject 'Susan' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1113332,"The following triples for the subject need attention:

Errors:
Triple: ['Associate Professor of Journalism', 'instance of', 'occupation']
Error: Instance type 'occupation' not valid for object 'Associate Professor of Journalism' with property 'position held'

Triple: ['Andrew Lih', 'position held', 'Associate Professor of Journalism']
Error: Object 'Associate Professor of Journalism' type 'occupation' does not satisfy the property 'position held' value constraints: ['historical position', ""men's association football club"", ""men's association football team"", 'professorship', 'fictional office, position, or title', 'episcopal title', 'military position', 'East Asian government official', 'Council of state', 'artist-in-residence', 'title of authority', 'position', 'noble title', 'public office', 'administrative territorial entity', 'profession']

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1113874,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['January 2008', 'instance of', 'time point']
Note: Subject 'January 2008' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q11179906,"The following triples for the subject need attention:

Errors:
Triple: ['Katepalli R. Sreenivasan', 'occupation', 'assistant professor']
Error: Object 'assistant professor' not defined as an instance.

Triple: ['Katepalli R. Sreenivasan', 'occupation', 'director']
Error: Object 'director' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q11181597,"The following triples for the subject need attention:

Errors:
Triple: ['José Fernando Ferreira Mendes', 'occupation', 'Q294414']
Error: Object 'Q294414' not defined as an instance.

Triple: ['José Fernando Ferreira Mendes', 'occupation', 'Q121594']
Error: Object 'Q121594' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q11192,"The following triples for the subject need attention:

Errors:
Triple: ['Kimi Räikkönen', 'occupation', 'racing driver']
Error: Object 'racing driver' not defined as an instance.

Triple: ['Kimi Räikkönen', 'number of matches played/races/starts', 23]
Error: Object '23' not defined as an instance.

Unused Declarations:
Triple: ['Formula One', 'instance of', 'sports league']
Note: Subject 'Formula One' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1119554,"The following triples for the subject need attention:

Errors:
Triple: ['Salvatore Boniello', 'date of birth', '1928-02-18']
Error: Object '1928-02-18' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q111996,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['American Astronomical Society', 'instance of', 'group of humans']
Note: Subject 'American Astronomical Society' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q11208171,"The following triples for the subject need attention:

Errors:
Triple: ['CBE', 'instance of', 'Order of chivalry']
Error: Instance type 'Order of chivalry' not valid for object 'CBE' with property 'award received'

Triple: ['Morris Sugden', 'award received', 'CBE']
Error: Object 'CBE' type 'Order of chivalry' does not satisfy the property 'award received' value constraints: ['position', 'title of honor', 'horse race', 'beauty contest', 'class of award', 'homage', 'order of chivalry', 'military decoration', 'science award', 'recognition', 'award ceremony', 'grade of an order', 'fictional award', 'competition', 'Roman triumph', 'hall of fame', 'award', 'title of authority', 'competition', 'literary award', 'order', 'coat of arms', 'medallion']

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q112307,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['1981', 'instance of', 'time period']
Note: Subject '1981' is not used in other triples.

Triple: ['Adelphi Theatre in London', 'instance of', 'architectural structure']
Note: Subject 'Adelphi Theatre in London' is not used in other triples.

Triple: ['1984', 'instance of', 'time period']
Note: Subject '1984' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q11248132,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Kakeru sh≈çnen', 'instance of', 'novel']
Note: Subject 'Kakeru sh≈çnen' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q113081,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['1986 Bakerian Lecture', 'instance of', 'recurring event']
Note: Subject '1986 Bakerian Lecture' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q113206,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Road to Christmas', 'instance of', 'film']
Note: Subject 'Road to Christmas' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q11326841,"The following triples for the subject need attention:

Errors:
Triple: ['Harry Smith', 'occupation', 'co-anchor']
Error: Object 'co-anchor' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1133060,"The following triples for the subject need attention:

Errors:
Triple: ['Cormac Breslin', 'position held', 'TD for the Donegal West at the 1937 general election']
Error: Object 'TD for the Donegal West at the 1937 general election' not defined as an instance.

Unused Declarations:
Triple: ['Donegal West', 'instance of', 'constituency']
Note: Subject 'Donegal West' is not used in other triples.

Triple: ['1937 general election', 'instance of', 'general election']
Note: Subject '1937 general election' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q113433,"The following triples for the subject need attention:

Errors:
Triple: ['Franzobel', 'notable work', 'Das Flo√ü der Medusa']
Error: Object 'Das Flo√ü der Medusa' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1135783,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['English Premier League', 'instance of', 'sports organization']
Note: Subject 'English Premier League' is not used in other triples.

Triple: ['Alan Curbishley', 'instance of', 'human']
Note: Subject 'Alan Curbishley' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1136788,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['1994 FIFA World Cup', 'instance of', 'sport competition']
Note: Subject '1994 FIFA World Cup' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1136815,"The following triples for the subject need attention:

Errors:
Triple: ['Adriano Bonaiuti', 'occupation', 'player']
Error: Object 'player' not defined as an instance.

Triple: ['Adriano Bonaiuti', 'occupation', 'goalkeeping coach']
Error: Object 'goalkeeping coach' not defined as an instance.

Triple: ['Adriano Bonaiuti', 'member of sports team', 'Roma']
Error: Object 'Roma' not defined as an instance.

Triple: ['Luciano Spalletti', 'occupation', 'head coach']
Error: Object 'head coach' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1137458,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Jiaxing Media', 'instance of', 'organization']
Note: Subject 'Jiaxing Media' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q11384157,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Tsuki no Michi Kake', 'instance of', 'work of literature']
Note: Subject 'Tsuki no Michi Kake' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1138416,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Jean-Michel Aulas', 'instance of', 'human']
Note: Subject 'Jean-Michel Aulas' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q11433,"The following triples for the subject need attention:

Errors:
Triple: ['Francine Berman', 'occupation', 'vice president for research']
Error: Object 'vice president for research' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1146031,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Coronation Street', 'instance of', 'television program']
Note: Subject 'Coronation Street' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1146242,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Klagenfurt', 'instance of', 'geographic location']
Note: Subject 'Klagenfurt' is not used in other triples.

Triple: ['Heidelberg', 'instance of', 'geographic location']
Note: Subject 'Heidelberg' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1149201,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['auxiliary bishop', 'instance of', 'episcopal title']
Note: Subject 'auxiliary bishop' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1150479,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Rabat', 'instance of', 'city']
Note: Subject 'Rabat' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1151341,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Chat Noir', 'instance of', 'cabaret']
Note: Subject 'Chat Noir' is not used in other triples.

Triple: ['67 Viser fra det gamle Chat Noir', 'instance of', 'book']
Note: Subject '67 Viser fra det gamle Chat Noir' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1151872,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Florida Marlins', 'instance of', 'sports team']
Note: Subject 'Florida Marlins' is not used in other triples.

Triple: ['Tampa Bay Rays', 'instance of', 'sports team']
Note: Subject 'Tampa Bay Rays' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
