subject,correction_prompt
Q1112554,"The following triples for the subject need attention:

Errors:
Triple: ['Augustin-Louis Cauchy', 'child', 'Susan']
Error: Relation 'child' not present in subject properties for 'Augustin-Louis Cauchy'

Triple: ['Susan', 'parent', 'Augustin-Louis Cauchy']
Error: Relation 'parent' not present in subject properties for 'Susan'

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q111053,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Digital Art Conservation Program', 'instance of', 'project']
Note: Subject 'Digital Art Conservation Program' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1112195,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['14 September 2014', 'instance of', 'date']
Note: Subject '14 September 2014' is not used in other triples.

Triple: ['Serie B', 'instance of', 'sports league']
Note: Subject 'Serie B' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1113874,"The following triples for the subject need attention:

Errors:
Triple: ['Philipp Furtwängler', 'given name', 'Philipp']
Error: Object 'Philipp' not defined as an instance.

Triple: ['Philipp Furtwängler', 'family name', 'Furtwängler']
Error: Object 'Furtwängler' not defined as an instance.

Unused Declarations:
Triple: ['January 2008', 'instance of', 'date']
Note: Subject 'January 2008' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1114314,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['24 August 2012', 'instance of', 'date']
Note: Subject '24 August 2012' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q11178455,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Carlos María Franzini', 'instance of', 'human']
Note: Subject 'Carlos María Franzini' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q11179906,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Institute for Physical Sciences and Technology', 'instance of', 'organization']
Note: Subject 'Institute for Physical Sciences and Technology' is not used in other triples.

Triple: ['West Virginia University College of Computer, Mathematical, and Natural Sciences', 'instance of', 'educational institution']
Note: Subject 'West Virginia University College of Computer, Mathematical, and Natural Sciences' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q111996,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['American Astronomical Society', 'instance of', 'group of humans']
Note: Subject 'American Astronomical Society' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q112033,"The following triples for the subject need attention:

Errors:
Triple: ['Bavaria', 'instance of', 'region']
Error: Instance type 'region' not valid for object 'Bavaria' with property 'country of citizenship'

Triple: ['Louis II, Duke of Bavaria', 'country of citizenship', 'Bavaria']
Error: Object 'Bavaria' type 'region' does not satisfy the property 'country of citizenship' value constraints: ['country in a fiction work', 'disputed territory', 'former or current state', 'historical country', 'fictional planet', 'fictional country', 'sovereign state', 'political territorial entity', 'nationality', 'confederation', 'dependent territory', 'polis', 'city-state', 'colony', 'federated state', 'empire', 'national citizenship', 'nation', 'country']

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q112307,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Adelphi Theatre', 'instance of', 'theatrical troupe']
Note: Subject 'Adelphi Theatre' is not used in other triples.

Triple: ['London', 'instance of', 'city']
Note: Subject 'London' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q112505,"The following triples for the subject need attention:

Errors:
Triple: ['Patriz Ilg', 'field of work', 'Normal and Integral currents']
Error: Object 'Normal and Integral currents' not defined as an instance.

Triple: ['Wendell Fleming', 'field of work', 'Normal and Integral currents']
Error: Object 'Normal and Integral currents' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q11274043,"The following triples for the subject need attention:

Errors:
Triple: ['Galen', 'occupation', 'cartoonist']
Error: Object 'cartoonist' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q11281593,"The following triples for the subject need attention:

Errors:
Triple: ['Maria Kirilenko', 'occupation', 'frontman of The Waterboys']
Error: Object 'frontman of The Waterboys' not defined as an instance.

Unused Declarations:
Triple: ['The Waterboys', 'instance of', 'group of humans']
Note: Subject 'The Waterboys' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q113081,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['the Royal Society', 'instance of', 'organization']
Note: Subject 'the Royal Society' is not used in other triples.

Triple: ['Ships from Space (paper)', 'instance of', 'scholarly work']
Note: Subject 'Ships from Space (paper)' is not used in other triples.

Triple: ['Acoustic monitoring of ocean gyres (lecture)', 'instance of', 'lecture']
Note: Subject 'Acoustic monitoring of ocean gyres (lecture)' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q113206,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Road to Christmas', 'instance of', 'film']
Note: Subject 'Road to Christmas' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q11326841,"The following triples for the subject need attention:

Errors:
Triple: ['Albrecht Daniel Thaer', 'occupation', 'television presenter']
Error: Object 'television presenter' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1133060,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Donegal West constituency', 'instance of', 'geographic entity']
Note: Subject 'Donegal West constituency' is not used in other triples.

Triple: ['1937 general election', 'instance of', 'historical event']
Note: Subject '1937 general election' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
