subject,correction_prompt
Q1112554,"The following triples for the subject need attention:

Errors:
Triple: ['Susan', 'instance of', 'human']
Error: Instance type 'human' not associated with any property for subject 'Susan'

Triple: ['Augustin-Louis Cauchy', 'Susan', 'parent']
Error: Error: Property 'Susan' not found in properties.

Triple: ['Susan', 'Augustin-Louis Cauchy', 'child']
Error: Error: Property 'Augustin-Louis Cauchy' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q111053,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Digital Art Conservation Program', 'instance of', 'project']
Note: Subject 'Digital Art Conservation Program' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1112195,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['14 September 2014', 'instance of', 'date']
Note: Subject '14 September 2014' is not used in other triples.

Triple: ['Serie B', 'instance of', 'sports league']
Note: Subject 'Serie B' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1113332,"The following triples for the subject need attention:

Errors:
Triple: ['Gustav Seyffarth', 'position held', 'associate professor']
Error: Object 'associate professor' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1113874,"The following triples for the subject need attention:

Errors:
Triple: ['Philipp Furtwängler', 'given name', 'Philipp']
Error: Object 'Philipp' not defined as an instance.

Triple: ['Philipp Furtwängler', 'family name', 'Furtwängler']
Error: Object 'Furtwängler' not defined as an instance.

Unused Declarations:
Triple: ['January 2008', 'instance of', 'date']
Note: Subject 'January 2008' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q1114314,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['24 August 2012', 'instance of', 'date']
Note: Subject '24 August 2012' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q11178455,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Carlos María Franzini', 'instance of', 'human']
Note: Subject 'Carlos María Franzini' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q11179906,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['Institute for Physical Sciences and Technology', 'instance of', 'organization']
Note: Subject 'Institute for Physical Sciences and Technology' is not used in other triples.

Triple: ['West Virginia University College of Computer, Mathematical, and Natural Sciences', 'instance of', 'educational institution']
Note: Subject 'West Virginia University College of Computer, Mathematical, and Natural Sciences' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q11190869,"The following triples for the subject need attention:

Errors:
Triple: ['Bachelor of Arts', 'instance of', 'academic degree']
Error: Instance type 'academic degree' not associated with any property for subject 'Bachelor of Arts'

Triple: ['Alfred Kolleritsch', 'education', 'Bachelor of Arts']
Error: Error: Property 'education' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
Q111996,"The following triples for the subject need attention:

Unused Declarations:
Triple: ['American Astronomical Society', 'instance of', 'group of humans']
Note: Subject 'American Astronomical Society' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors or unused declarations mentioned above."
